Validation Accuracy	Validation Loss	Training Accuracy	Training Loss
0.6637824	422016030.0	0.7128	316207740.0
0.6483313	411955650.0	0.6688	366108320.0
0.631644	406969660.0	0.6888	331155200.0
0.6619283	375534660.0	0.6808	355085920.0
0.6922126	345558560.0	0.7152	308124220.0
0.7039555	332830050.0	0.752	270633100.0
0.71075404	327280670.0	0.7376	267476530.0
0.7132262	318452960.0	0.7112	306132260.0
0.7274413	306021380.0	0.7648	251526020.0
0.72805935	288822000.0	0.7504	245666370.0
0.71631646	284463200.0	0.7504	244783460.0
0.68850434	289961630.0	0.7032	259404000.0
0.6928307	284591170.0	0.7256	205889150.0
0.7169345	273013730.0	0.7368	230989920.0
0.7354759	261109150.0	0.7552	267512030.0
0.7441285	257429820.0	0.7584	218939620.0
0.7490729	252329730.0	0.7464	219529170.0
0.7552534	245568820.0	0.7696	197031540.0
0.7472188	247208980.0	0.772	184988800.0
0.7521632	233986370.0	0.7752	191851100.0
0.74536467	232316980.0	0.7648	220606380.0
0.7305315	234400100.0	0.7648	198057260.0
0.73856616	222052140.0	0.768	175524200.0
0.73609394	224906610.0	0.7904	173695330.0
0.7521632	210395540.0	0.7904	208682980.0
0.76390606	201240430.0	0.7656	188611660.0
0.7441285	210583730.0	0.7424	141794700.0
0.7781211	195654770.0	0.8008	168983620.0
0.7725587	193024050.0	0.7848	155960290.0
0.7781211	190373540.0	0.8056	151832480.0
0.77688503	187313020.0	0.8008	159957020.0
0.7731768	186808140.0	0.8064	125631150.0
0.7725587	184001000.0	0.8056	150300200.0
0.77935725	177159380.0	0.8224	130269640.0
0.7799753	174536000.0	0.8216	119929120.0
0.78924596	168025120.0	0.8264	126163450.0
0.7923362	166219280.0	0.8152	127681510.0
0.79666257	162454080.0	0.8192	110700240.0
0.7948084	160368640.0	0.8152	128097810.0
0.7985167	158758200.0	0.8232	104324420.0
0.7997528	156756780.0	0.8232	133478060.0
0.7917182	154548080.0	0.82	131870230.0
0.78924596	155197100.0	0.816	110726680.0
0.79295427	153321710.0	0.82	106594104.0
0.79295427	151023200.0	0.8504	91415910.0
0.7997528	148007150.0	0.8368	108430420.0
0.8077874	145370720.0	0.8416	80391064.0
0.8102596	144079360.0	0.8456	88641280.0
0.81273174	141186560.0	0.844	105733544.0
0.8090235	138849600.0	0.8328	102835464.0
0.7997528	137963180.0	0.8544	77722136.0
0.8003708	138077150.0	0.8416	101258110.0
0.8016069	137223840.0	0.8392	80555610.0
0.79913473	137936690.0	0.8584	81634070.0
0.80593324	132805440.0	0.8736	70399520.0
0.8102596	133585540.0	0.8184	115986280.0
0.80964154	130392480.0	0.8448	100418290.0
0.8090235	130791450.0	0.8504	102062840.0
0.8071693	131253070.0	0.8512	76621980.0
0.8053152	131787610.0	0.8304	98724330.0
0.8102596	128130584.0	0.8424	94250860.0
0.8065513	125144860.0	0.852	82121384.0
0.80469716	125969410.0	0.8456	83557864.0
0.815822	120680170.0	0.8632	77581250.0
0.8145859	123127420.0	0.8584	60110210.0
0.8195303	118894790.0	0.8584	79557820.0
0.80840546	120879770.0	0.8392	72862360.0
0.8195303	117428424.0	0.848	93676200.0
0.81829417	118427940.0	0.8768	64629430.0
0.81644005	115358610.0	0.8648	64010330.0
0.8040791	120055656.0	0.8584	67881860.0
0.8238566	113131760.0	0.8648	74543120.0
0.8176761	115254696.0	0.8624	54239676.0
0.8145859	110949980.0	0.8584	76822870.0
0.8102596	112628520.0	0.8592	64644200.0
0.81829417	107855260.0	0.8736	67776930.0
0.8226205	108174490.0	0.8488	65663636.0
0.82818294	105053900.0	0.884	74514936.0
0.82447463	106474010.0	0.8808	68870600.0
0.829419	103584056.0	0.8872	57309332.0
0.82818294	102225270.0	0.8816	60673308.0
0.82694685	100911384.0	0.8712	64159788.0
0.82694685	100559950.0	0.8648	64556250.0
0.8312732	100432960.0	0.8752	79130820.0
0.828801	100023790.0	0.8864	51553044.0
0.8226205	100180420.0	0.8704	64398936.0
0.8257108	98716800.0	0.872	58311988.0
0.82509273	99553690.0	0.8872	36553964.0
0.828801	97764216.0	0.8792	53187028.0
0.8034611	106251270.0	0.8464	55520068.0
0.83065516	94133500.0	0.8784	59587520.0
0.828801	96869210.0	0.856	52376090.0
0.829419	93879816.0	0.8848	60048716.0
0.8145859	100350560.0	0.844	58051204.0
0.83189124	91793680.0	0.8808	64199030.0
0.82014835	101933450.0	0.8592	46471736.0
0.8226205	95746300.0	0.8736	69707384.0
0.8016069	107630650.0	0.8472	51653572.0
0.81149566	105111290.0	0.8672	60826104.0
0.8362176	94664230.0	0.8712	70157250.0
0.7886279	119869390.0	0.8248	72480160.0
0.7948084	119344056.0	0.8344	72409576.0
0.79666257	130154536.0	0.8432	74854180.0
0.8003708	122785350.0	0.8208	92431970.0
0.8195303	110348510.0	0.8496	77184350.0
0.8170581	108253256.0	0.832	68481150.0
0.8189122	106853560.0	0.864	63272790.0
0.81149566	108931650.0	0.8648	57452336.0
0.8139679	113003750.0	0.8528	64997764.0
0.8145859	112834856.0	0.8368	83208470.0
0.8207664	106882750.0	0.852	75973180.0
0.8312732	100189576.0	0.8696	84899510.0
0.83065516	94459144.0	0.896	45488000.0
0.83189124	89805870.0	0.88	53303990.0
0.8312732	90119656.0	0.8784	46527252.0
0.8312732	88460216.0	0.8856	48852756.0
0.83003706	86458590.0	0.8928	53737600.0
0.8355995	85499370.0	0.8928	53597492.0
0.82818294	86458900.0	0.8912	46920120.0
0.8176761	86524920.0	0.8896	54918508.0
0.8053152	84524770.0	0.8408	67784904.0
0.815822	82575650.0	0.8584	47178252.0
0.815822	84724040.0	0.8784	57730810.0
0.82509273	83836300.0	0.8752	41914812.0
0.82509273	84969290.0	0.884	47657292.0
0.83189124	82994870.0	0.8936	53308780.0
0.8312732	81728690.0	0.8792	47470170.0
0.8393078	81199500.0	0.9	41402788.0
0.8380717	77770970.0	0.9008	52336604.0
0.8393078	78910660.0	0.8928	36950644.0
0.8498146	75496264.0	0.9016	30687648.0
0.85228676	75880730.0	0.8952	35848490.0
0.854759	74173510.0	0.8992	55305650.0
0.8498146	74366750.0	0.8968	39490756.0
0.84919655	73509280.0	0.8872	49409052.0
0.84548825	75376550.0	0.9048	37703590.0
0.84672433	74802800.0	0.916	30305170.0
0.85599506	71391880.0	0.8928	43078280.0
0.84239805	75374350.0	0.904	42342276.0
0.8498146	72300460.0	0.9096	40042190.0
0.85043263	71815080.0	0.9096	28039470.0
0.84548825	71245810.0	0.9104	32859956.0
0.83498144	74206060.0	0.9008	35160760.0
0.8411619	74753500.0	0.8808	41707750.0
0.84425217	69841670.0	0.9096	40871510.0
0.8325093	75167940.0	0.8872	34407970.0
0.8473424	69879650.0	0.9128	36719084.0
0.855377	71249970.0	0.9	35480828.0
0.84425217	71726616.0	0.9096	30212788.0
0.83868974	70133210.0	0.9152	30840524.0
0.8584672	65412456.0	0.9216	30132502.0
0.8430161	67864580.0	0.9016	28610940.0
0.84672433	67120000.0	0.884	33110292.0
0.8566131	63604180.0	0.9104	29731582.0
0.8399258	66512664.0	0.8864	31175708.0
0.84672433	64153464.0	0.9152	29222696.0
0.854759	62563330.0	0.9128	27570498.0
0.8473424	68283490.0	0.9048	33025442.0
0.8362176	67269270.0	0.9064	29826216.0
0.8436341	65280700.0	0.9152	33757276.0
0.8399258	69417980.0	0.9032	28562958.0
0.8516687	65187476.0	0.9272	35421076.0
0.83189124	67688570.0	0.8976	33033338.0
0.85414094	63558980.0	0.9248	30411610.0
0.8516687	66041624.0	0.8912	24654082.0
0.8510507	60952684.0	0.92	42004344.0
0.8331273	66695750.0	0.8896	30722494.0
0.855377	61909060.0	0.9104	34116410.0
0.85970336	60858812.0	0.9168	17716012.0
0.8498146	62002988.0	0.9112	23690178.0
0.85970336	59806776.0	0.9344	26323306.0
0.85723114	60976050.0	0.9232	22528134.0
0.83003706	70191320.0	0.8896	27188166.0
0.8516687	60759052.0	0.9312	28380708.0
0.8479605	64207376.0	0.9008	22587668.0
0.8485785	63145828.0	0.8984	34712420.0
0.85723114	60843744.0	0.9192	32849232.0
0.8535229	61627370.0	0.92	17824872.0
0.84919655	60588304.0	0.9056	32332566.0
0.85043263	58874584.0	0.9248	22987000.0
0.854759	59884360.0	0.9192	26437554.0
0.85970336	57937230.0	0.9136	26322574.0
0.854759	57638830.0	0.9296	20315150.0
0.8436341	59935260.0	0.9248	26124990.0
0.85043263	59649590.0	0.9024	29811382.0
0.854759	57240260.0	0.9208	26960286.0
0.84548825	59290344.0	0.9168	17214812.0
0.85599506	57021220.0	0.9096	29188758.0
0.8615575	54616476.0	0.92	26613474.0
0.84919655	56981092.0	0.9072	35415132.0
0.85723114	56007332.0	0.9392	21713552.0
0.8399258	63597816.0	0.896	16040724.0
0.83868974	59531450.0	0.9296	23656734.0
0.86093944	55136636.0	0.9256	31833110.0
0.86093944	55322290.0	0.9312	25088964.0
0.85414094	54951120.0	0.9288	19938700.0
0.85723114	55057096.0	0.912	27755990.0
0.86279356	54757310.0	0.932	24610866.0
0.8584672	54870516.0	0.9224	16284446.0
0.8615575	53738164.0	0.9328	14338038.0
0.86279356	52784916.0	0.9368	15428574.0
0.8621755	52942052.0	0.9248	19324924.0
0.8621755	52878904.0	0.9448	13949819.0
0.86279356	52082068.0	0.9328	21308418.0
0.86402965	52034116.0	0.9296	20656830.0
0.8535229	54886136.0	0.9224	21531436.0
0.85599506	53402110.0	0.9256	21962884.0
0.85970336	52296550.0	0.9296	18534700.0
0.8461063	54852276.0	0.9056	19121000.0
0.8603214	52634550.0	0.9376	21372116.0
0.85970336	52238420.0	0.92	22700348.0
0.8510507	53424570.0	0.92	28326616.0
0.8646477	49534840.0	0.9296	20882872.0
0.85908526	51315976.0	0.9344	18230276.0
0.86279356	49471360.0	0.936	16001684.0
0.8634116	48973016.0	0.9432	14516652.0
0.8671199	48489724.0	0.9496	12039706.0
0.8652658	49340230.0	0.936	18108950.0
0.86650187	48289332.0	0.952	9745044.0
0.86402965	48705000.0	0.9504	14519537.0
0.8634116	49451980.0	0.9376	17875760.0
0.8646477	51098464.0	0.9288	21898032.0
0.84177995	54147210.0	0.9128	22155260.0
0.855377	54524560.0	0.9096	20945338.0
0.8646477	49024668.0	0.9488	17847006.0
0.829419	57353360.0	0.8928	21175292.0
0.81829417	65386340.0	0.8512	20317396.0
0.76205194	84909270.0	0.8088	29168544.0
0.81829417	74414670.0	0.832	43553464.0
0.86402965	52314050.0	0.9312	44429450.0
0.81149566	72725176.0	0.8624	19740336.0
0.8529048	56322412.0	0.9144	34538980.0
0.8430161	61029424.0	0.88	27509864.0
0.82509273	62617116.0	0.8896	26136664.0
0.86093944	51036250.0	0.9504	24120470.0
0.85599506	55026250.0	0.9224	19614736.0
0.85970336	50025420.0	0.9384	17882344.0
0.8479605	53271296.0	0.9144	16210536.0
0.86773795	51036480.0	0.9192	17321496.0
0.86650187	50416104.0	0.9448	18972886.0
0.8578492	51664700.0	0.9344	16144163.0
0.86650187	51384610.0	0.9384	15833645.0
0.8603214	51508908.0	0.9216	14434070.0
0.86897403	49614604.0	0.9496	10873822.0
0.84672433	54006536.0	0.92	15434220.0
0.86897403	48462652.0	0.9256	17056410.0
0.8646477	49460420.0	0.9272	15800933.0
0.83745366	54565690.0	0.916	15251582.0
0.86650187	47500644.0	0.9392	18962616.0
0.8566131	50467228.0	0.9224	13234956.0
0.86402965	48663430.0	0.944	14567975.0
0.8393078	55673668.0	0.8992	13520121.0
0.85970336	51425116.0	0.9384	15871620.0
0.8584672	53158132.0	0.9296	16884890.0
0.85414094	51030404.0	0.9288	17393578.0
0.83745366	55155504.0	0.9024	14649885.0
0.84919655	56495590.0	0.912	14801784.0
0.8603214	51074364.0	0.9384	22905580.0
0.829419	60661684.0	0.9024	17925514.0
0.86402965	48649216.0	0.9352	28327638.0
0.86093944	51348756.0	0.9272	15743754.0
0.855377	51562292.0	0.9216	24339076.0
0.85908526	49124276.0	0.936	13431901.0
0.8621755	47871916.0	0.9432	18210844.0
0.85908526	48475860.0	0.9368	13211089.0
0.8498146	50007932.0	0.9152	16656199.0
0.86897403	45074084.0	0.9496	15770411.0
0.8702101	45894940.0	0.9408	10216238.0
0.8652658	45256228.0	0.9448	13654952.0
0.85908526	47170550.0	0.9504	9830677.0
0.8739184	44693624.0	0.9544	16694949.0
0.8702101	46289560.0	0.9392	11675255.0
0.8733004	43917430.0	0.948	17091200.0
0.8566131	46174620.0	0.932	12619533.0
0.8751545	43808250.0	0.9456	12282012.0
0.8702101	43388380.0	0.9504	19473268.0
0.8646477	44529310.0	0.9536	9566277.0
0.86773795	43887596.0	0.9536	11017429.0
0.8708282	42728404.0	0.9632	9217279.0
0.8763906	42764950.0	0.9472	11928645.0
0.87144625	42738204.0	0.9448	13907250.0
0.8652658	43851700.0	0.9552	10242736.0
0.86897403	43670200.0	0.9488	10891910.0
0.8584672	44794484.0	0.9352	10810257.0
0.8448702	49249270.0	0.9264	12583514.0
0.8763906	42403264.0	0.9552	20386044.0
0.8702101	46314590.0	0.9448	10784598.0
0.8733004	43812224.0	0.956	10305363.0
0.8708282	43009264.0	0.9464	11570915.0
0.85414094	45065970.0	0.9528	6707574.5
0.868356	42992076.0	0.9512	10742385.0
0.8671199	44688256.0	0.9496	7827502.5
0.8535229	43553570.0	0.9408	12909322.0
0.8733004	41569060.0	0.956	12077439.0
0.8739184	42478070.0	0.9352	9492489.0
0.87453645	41996896.0	0.9568	12619298.0
0.87144625	41610096.0	0.9568	10026418.0
0.86093944	43207424.0	0.9488	9745456.0
0.8652658	43886540.0	0.9432	9490611.0
0.8733004	42276732.0	0.956	14445095.0
0.8733004	42804224.0	0.9576	8169094.5
0.86279356	44278176.0	0.948	12165933.0
0.87144625	42348270.0	0.9496	11147483.0
0.8646477	43138190.0	0.9464	11483220.0
0.8603214	42799960.0	0.952	11696870.0
0.8646477	42318750.0	0.9536	12103458.0
0.8708282	41606184.0	0.9552	7575780.5
0.86897403	41872164.0	0.956	9960625.0
0.8621755	43466740.0	0.9592	11947314.0
0.8510507	43353550.0	0.9344	15134058.0
0.86897403	41249936.0	0.9496	9712348.0
0.87948084	40520040.0	0.956	8083101.5
0.8671199	41438650.0	0.9584	10150244.0
0.8535229	44834092.0	0.9256	10706579.0
0.87453645	41124616.0	0.96	11977409.0
0.86773795	41758484.0	0.9464	13562921.0
0.86650187	40434384.0	0.9624	9977654.0
0.86402965	42430956.0	0.9512	8309195.5
0.8807169	40040748.0	0.9592	11825910.0
0.87824476	40897840.0	0.9464	5893005.5
0.87268233	39651580.0	0.9712	7168198.0
0.85908526	44315990.0	0.9424	8578966.0
0.8763906	40168570.0	0.9472	12213948.0
0.87144625	41985804.0	0.9544	8344774.0
0.81829417	50219376.0	0.9056	12273933.0
0.855377	48440384.0	0.9152	15648971.0
0.8658838	40549788.0	0.9576	18269062.0
0.8238566	51606720.0	0.9016	6715085.0
0.8529048	49079224.0	0.9032	11539614.0
0.8751545	40723156.0	0.96	13083311.0
0.84425217	48683776.0	0.9096	7386186.5
0.8473424	51288060.0	0.8928	16932818.0
0.86897403	41441770.0	0.952	16721160.0
0.8380717	49846440.0	0.9192	8348327.0
0.8720643	44084276.0	0.952	10878321.0
0.8751545	41630256.0	0.9624	10158424.0
0.8516687	44769052.0	0.9344	10242608.0
0.8529048	43412496.0	0.9528	7621607.5
0.86773795	41455200.0	0.944	8454208.0
0.854759	43442344.0	0.9472	12020704.0
0.8090235	63628450.0	0.8552	13044965.0
0.8189122	61437948.0	0.8592	27864856.0
0.84177995	49036188.0	0.9256	24851508.0
0.8121137	59095270.0	0.8864	13747077.0
0.7552534	94327180.0	0.7696	18827436.0
0.6724351	148120640.0	0.6912	59461670.0
0.6736712	177037900.0	0.6776	113417520.0
0.77564895	81441330.0	0.8448	141873580.0
0.64276886	151481400.0	0.6744	40912360.0
0.7787392	138507580.0	0.7896	103689730.0
0.80098885	104700230.0	0.8424	100975200.0
0.7775031	98361610.0	0.8112	69848260.0
0.7608158	112148090.0	0.8112	44006270.0
0.8040791	88310340.0	0.8344	61545420.0
0.76885045	111012650.0	0.7984	56077104.0
0.83065516	68698610.0	0.8856	80429740.0
0.7564895	112258600.0	0.804	30237868.0
0.8535229	63457310.0	0.9248	61761940.0
0.79789865	100467896.0	0.804	31159272.0
0.85970336	63616212.0	0.9064	67649950.0
0.7904821	92282420.0	0.8464	28946638.0
0.82138443	70327440.0	0.888	43126012.0
0.81829417	73523910.0	0.86	28094618.0
0.84919655	63873636.0	0.908	29004460.0
0.8343634	64462624.0	0.8816	30828882.0
0.8362176	62883264.0	0.9016	21222954.0
0.8393078	62162310.0	0.9	28082664.0
0.8720643	51054660.0	0.9312	28554218.0
0.8380717	63409696.0	0.9016	21368020.0
0.84425217	57515250.0	0.8992	30336676.0
0.86402965	52477012.0	0.9336	13562090.0
0.8733004	52261144.0	0.94	16557890.0
0.8584672	56720948.0	0.9256	13637954.0
0.8671199	53056624.0	0.9376	15680148.0
0.86897403	49867730.0	0.9552	9981889.0
0.85414094	54052800.0	0.9232	11664967.0
0.86650187	48894530.0	0.9384	16728187.0
0.83189124	57984708.0	0.9136	13970022.0
0.86773795	48357904.0	0.96	19595896.0
0.87268233	49294130.0	0.9488	9958714.0
0.868356	50851364.0	0.9376	10957506.0
0.8702101	49380444.0	0.948	12531636.0
0.8708282	47357470.0	0.9576	9929095.0
0.8615575	48867184.0	0.9432	8181607.5
0.8578492	49167510.0	0.9376	11852191.0
0.87144625	45246036.0	0.9544	11509792.0
0.8856613	42227732.0	0.968	8369844.0
0.8825711	42504856.0	0.9528	8940954.0
0.88318914	41511384.0	0.9488	11614676.0
0.8844252	41837976.0	0.956	10213226.0
0.8776267	41775320.0	0.9496	9800409.0
0.8720643	44007996.0	0.9536	7165928.0
0.8739184	43325176.0	0.9568	12419283.0
0.8825711	42108268.0	0.9656	7881833.0
0.8838072	42309180.0	0.964	9773629.0
0.88318914	43324690.0	0.9632	5644403.0
0.8844252	43317468.0	0.9552	11165322.0
0.87824476	43202440.0	0.9608	8840828.0
0.86773795	44557388.0	0.9568	7838300.5
0.8720643	44203024.0	0.9488	13489408.0
0.8856613	43173188.0	0.9664	8898132.0
0.88504326	42264812.0	0.964	7032412.0
0.88875157	40487784.0	0.9784	5064872.5
0.87824476	42428260.0	0.968	8046386.5
0.87577254	42433790.0	0.9648	9393709.0
0.87453645	42385784.0	0.9632	7758203.5
0.8720643	43411576.0	0.9568	6735606.0
0.8751545	41228444.0	0.9656	6942091.0
0.8776267	40631252.0	0.952	8964944.0
0.87453645	42176500.0	0.968	6634837.0
0.8788628	40175470.0	0.9744	7959952.0
0.8788628	42275156.0	0.9608	6883344.5
0.8838072	41110424.0	0.9608	7137920.0
0.8671199	42741280.0	0.9624	7583299.0
0.8671199	43850784.0	0.9536	8861366.0
0.8751545	41086236.0	0.9672	8256582.5
0.88133496	41341140.0	0.9744	7411868.5
0.88318914	41720444.0	0.9648	5770544.5
0.8751545	41494068.0	0.9624	11025849.0
0.8652658	43377076.0	0.9656	6399219.5
0.8763906	41735644.0	0.968	5767642.0
0.8708282	45253900.0	0.9456	7561293.0
0.88504326	39276336.0	0.9696	12875170.0
0.85908526	46260916.0	0.9328	6788648.5
0.8763906	40970616.0	0.96	8884118.0
0.8702101	43450410.0	0.9448	11313058.0
0.8646477	43381270.0	0.9568	9269584.0
0.8720643	41215770.0	0.9656	11133809.0
0.8763906	41468640.0	0.96	6683923.5
0.8751545	42803100.0	0.9648	5527292.5
0.8838072	39853124.0	0.9648	8828642.0
0.87948084	40712530.0	0.9648	5792926.0
0.8708282	41540172.0	0.96	6686845.0
0.8702101	41519096.0	0.964	5192907.0
0.87948084	38933668.0	0.9728	8665571.0
0.8881335	38391136.0	0.9696	6595865.0
0.8800989	40674264.0	0.9664	7380765.0
0.894314	37290710.0	0.9776	6676174.0
0.8788628	38115910.0	0.9664	5532842.5
0.8646477	41723016.0	0.9608	5043323.5
0.8800989	37430416.0	0.9696	11235248.0
0.88133496	38032244.0	0.9776	5194871.0
0.8788628	38908268.0	0.9616	6940297.0
0.88318914	37229344.0	0.9776	5612526.5
0.87948084	36845748.0	0.984	4431376.5
0.8776267	37610628.0	0.9776	3466272.8
0.87268233	38283456.0	0.9696	3994953.0
0.87824476	37662020.0	0.9736	5376872.0
0.87948084	38115830.0	0.9736	7188048.5
0.8838072	37707148.0	0.972	4908673.5
0.8807169	38116704.0	0.988	4754293.0
0.8733004	38940740.0	0.9672	6242214.0
0.8770087	37683230.0	0.972	6573011.0
0.87824476	36950724.0	0.972	5153341.5
0.87824476	36957652.0	0.9768	4440695.0
0.881953	36933740.0	0.9744	7406774.0
0.8838072	36102460.0	0.9792	4870935.5
0.87577254	36729290.0	0.9768	4259615.5
0.87268233	37283676.0	0.9728	5721257.0
0.881953	35536004.0	0.9704	9676399.0
0.8844252	36908030.0	0.9704	4807716.5
0.88875157	35055844.0	0.9808	8424743.0
0.8788628	35953270.0	0.9792	7077372.5
0.881953	35661070.0	0.9672	6974700.0
0.8856613	35771770.0	0.9768	5381484.5
0.88318914	36564890.0	0.9824	3679559.2
0.88133496	36391020.0	0.9744	3983517.0
0.8751545	36159610.0	0.9696	5687849.0
0.87824476	36098984.0	0.9776	4153860.0
0.8856613	35483716.0	0.9784	4927884.0
0.88504326	35434508.0	0.9784	5167957.0
0.8838072	35569876.0	0.9784	4524438.5
0.8770087	36322308.0	0.9704	5213428.0
0.8770087	36632950.0	0.9832	6235592.0
0.87824476	36049064.0	0.9864	3825449.8
0.88133496	36795580.0	0.9784	3999366.8
0.88627934	35662484.0	0.9824	3967808.8
0.8770087	36698850.0	0.9752	3224199.2
0.86773795	37218748.0	0.9728	4635474.5
0.8733004	36408828.0	0.9792	8001890.5
0.8770087	39040812.0	0.9656	6751458.0
0.8807169	38499390.0	0.9744	4506881.0
0.87268233	37396656.0	0.9568	6664675.0
0.86773795	39461016.0	0.9472	6237286.5
0.8856613	35919844.0	0.9736	4882656.5
0.881953	36997384.0	0.9728	3590397.2
0.8893696	36831200.0	0.9784	4848907.5
0.87948084	36991504.0	0.9672	5096302.5
0.8751545	38813370.0	0.9624	5156364.5
0.8924598	34581732.0	0.9784	5828826.0
0.87577254	37689564.0	0.9736	4333503.5
0.87268233	35998948.0	0.9768	5440517.5
0.88318914	35045744.0	0.9696	9638779.0
