Validation Accuracy	Validation Loss	Training Accuracy	Training Loss
0.8763906	36866460.0	0.96	4690478.5
0.8844252	36079904.0	0.9816	5364826.5
0.8844252	35102890.0	0.972	4716287.0
0.8763906	36824332.0	0.9776	3274525.0
0.8838072	35900304.0	0.9784	4902143.5
0.8825711	35629164.0	0.9832	5969574.0
0.8770087	37423092.0	0.9736	4947430.5
0.8751545	35646890.0	0.9808	4462084.5
0.8733004	36770416.0	0.9656	4531225.5
0.86279356	37787476.0	0.9744	3409001.5
0.8751545	35442620.0	0.9792	5526559.5
0.8838072	35007280.0	0.972	10277058.0
0.8751545	36285012.0	0.9592	4013898.5
0.8770087	35873844.0	0.9736	4396946.0
0.88627934	33892880.0	0.9832	4861778.5
0.87268233	37020068.0	0.9728	3201291.5
0.8856613	33754330.0	0.9792	5811262.0
0.87268233	37029696.0	0.968	4020871.5
0.8844252	34356530.0	0.9856	6706259.0
0.8868974	34771690.0	0.9768	3139277.0
0.88627934	34789364.0	0.984	4981717.5
0.8788628	35195230.0	0.9736	5616054.5
0.87948084	35855316.0	0.9792	3400324.2
0.88504326	33562180.0	0.9808	4475317.0
0.8881335	33484932.0	0.9792	5190328.5
0.88627934	34177212.0	0.9808	3195090.2
0.8844252	33504034.0	0.9768	6050161.0
0.88318914	34212616.0	0.98	2812857.5
0.881953	35046524.0	0.9712	3802333.2
0.88318914	34069756.0	0.9792	4243377.0
0.8868974	33466380.0	0.9872	4553661.0
0.8788628	34589080.0	0.976	5766120.0
0.8825711	33919868.0	0.9848	5337126.0
0.87144625	34869990.0	0.9824	5412366.5
0.8658838	36284292.0	0.972	5443813.0
0.87824476	33794252.0	0.9848	3867777.5
0.8868974	34011476.0	0.9784	3559236.5
0.8838072	34298892.0	0.98	3542551.0
0.8770087	33882124.0	0.98	6421265.0
0.8671199	35915324.0	0.9696	3436063.5
0.8776267	34609016.0	0.9816	2896852.2
0.8856613	33278554.0	0.9896	2833992.2
0.88998765	33080428.0	0.9936	2346578.2
0.89369595	32936584.0	0.992	2530138.8
0.8893696	32779318.0	0.9824	5481989.5
0.881953	33326882.0	0.9856	3996428.8
0.8776267	33763464.0	0.9848	2875742.5
0.8838072	32645052.0	0.9816	3999924.8
0.8906057	32554576.0	0.9904	4837439.5
0.8868974	32713554.0	0.9824	5128113.0
0.88318914	32806552.0	0.988	3271017.0
0.8776267	33623690.0	0.984	2748917.0
0.8776267	33490646.0	0.9872	4873291.0
0.8893696	32913268.0	0.9856	3651995.2
0.88627934	34010348.0	0.9776	3729135.2
0.881953	33316956.0	0.9864	3360178.5
0.87144625	34548930.0	0.9792	2857322.0
0.8776267	33664590.0	0.9864	3690063.8
0.8881335	32730496.0	0.9888	2983099.0
0.8906057	33440204.0	0.9848	2775307.5
0.8800989	32697498.0	0.9848	3545683.5
0.87453645	34882256.0	0.9696	2644958.2
0.8844252	33139224.0	0.9904	3893655.5
0.88875157	33356192.0	0.9896	3437145.8
0.88627934	33657028.0	0.9824	5975702.5
0.8800989	34202420.0	0.988	2587484.2
0.8751545	35168890.0	0.98	5281305.0
0.87577254	34737016.0	0.9776	3589235.5
0.87824476	34235300.0	0.9856	4539311.5
0.8856613	34399984.0	0.9808	2728542.0
0.88504326	33954780.0	0.9952	2698051.2
0.88504326	34257016.0	0.9888	2746247.2
0.88504326	33534276.0	0.9928	2810235.5
0.8838072	33639836.0	0.9888	2407128.5
0.8838072	34095324.0	0.9856	3276295.2
0.8733004	34220840.0	0.9824	3311345.8
0.8844252	33054454.0	0.9904	3219082.8
0.88627934	32910948.0	0.9872	2609182.8
0.881953	32945032.0	0.9848	2927879.2
0.881953	33105274.0	0.9872	3034464.8
0.8751545	33514728.0	0.988	2850632.8
0.87824476	33033420.0	0.996	2621613.2
0.88318914	32896216.0	0.9816	3035245.2
0.89307785	32217862.0	0.9848	2715623.8
0.8955501	32337186.0	0.988	2522773.5
0.88627934	33101498.0	0.984	2882717.0
0.88133496	32671114.0	0.992	2926982.2
0.86773795	34642176.0	0.9728	4310506.0
0.86650187	35821132.0	0.968	5257145.0
0.88133496	33278892.0	0.9904	3503380.0
0.8875154	32725096.0	0.984	2564723.0
0.88133496	34745480.0	0.9792	2734199.8
0.8924598	32432702.0	0.9864	4084999.8
0.87824476	33808788.0	0.984	2485783.8
0.8646477	36855940.0	0.9648	2504416.0
0.8708282	34363710.0	0.9784	4278766.0
0.86897403	36406064.0	0.9632	3472894.0
0.88133496	35797796.0	0.9648	7616346.5
0.87268233	38120188.0	0.9656	5024207.5
0.85970336	37387190.0	0.964	6771323.5
0.83065516	45551580.0	0.9352	3529452.0
0.79789865	65062544.0	0.8504	9238133.0
0.68665016	121560664.0	0.7184	29796208.0
0.7540173	123570296.0	0.7656	83693496.0
0.84425217	51664620.0	0.9344	84274570.0
0.73300374	105901256.0	0.768	12507936.0
0.8102596	87720180.0	0.8424	56256044.0
0.7849197	94351390.0	0.8232	52871224.0
0.73609394	125296024.0	0.7856	58575276.0
0.7700865	83541840.0	0.8136	89018696.0
0.7608158	99314370.0	0.7856	39292130.0
0.789864	78359780.0	0.8264	48244100.0
0.82694685	69378880.0	0.8736	43501490.0
0.8207664	78654880.0	0.848	31914042.0
0.82509273	79974430.0	0.8752	37648104.0
0.8393078	62236020.0	0.888	36334732.0
0.73856616	94637064.0	0.7848	21458606.0
0.81273174	68832670.0	0.8808	39768424.0
0.79295427	69306504.0	0.836	28213156.0
0.776267	74696550.0	0.8352	30613828.0
0.85228676	54691388.0	0.9128	44374920.0
0.80964154	76807550.0	0.864	16961232.0
0.8195303	68370344.0	0.8824	34591190.0
0.84239805	69226100.0	0.8872	34121430.0
0.8634116	58751924.0	0.9264	29692196.0
0.8448702	60060644.0	0.9112	18605894.0
0.8355995	62517830.0	0.9024	19644994.0
0.8634116	52334136.0	0.9312	22691386.0
0.8275649	64949460.0	0.872	14485258.0
0.8325093	57279588.0	0.924	21464288.0
0.8566131	53655770.0	0.9128	19727464.0
0.8788628	44995436.0	0.952	20871580.0
0.868356	54422716.0	0.9336	7781912.0
0.88318914	47363044.0	0.96	15787496.0
0.8634116	52539920.0	0.9384	9836652.0
0.8621755	48469124.0	0.9608	14804263.0
0.855377	52062896.0	0.944	7754548.0
0.86093944	50815350.0	0.9376	10390134.0
0.88318914	44342056.0	0.9616	9093462.0
0.8770087	44056504.0	0.9624	8219923.5
0.8621755	48195276.0	0.9456	6474460.0
0.881953	42074224.0	0.964	10175809.0
0.87577254	43294010.0	0.9496	9389652.0
0.87577254	42218550.0	0.9688	6970202.5
0.8776267	41778040.0	0.9704	7651525.5
0.88133496	41237450.0	0.9624	9226282.0
0.89307785	38872852.0	0.9768	6508208.5
0.8906057	42192220.0	0.9688	4406853.0
0.89307785	39475710.0	0.9752	6356474.0
0.89307785	37411840.0	0.9808	7036060.5
0.8856613	39913228.0	0.9704	3907416.5
0.87824476	40696772.0	0.976	7969512.0
0.89678615	36788636.0	0.9824	5172619.5
0.89184177	38545316.0	0.9688	4509779.5
0.8893696	39030628.0	0.976	5783005.5
0.8924598	37851296.0	0.9824	3575559.2
0.88875157	37917496.0	0.972	4860119.0
0.8875154	37607800.0	0.98	3479235.5
0.8875154	37559396.0	0.9816	2994429.8
0.89184177	36765760.0	0.9856	3216359.8
0.8986403	36107310.0	0.9904	2901314.2
0.894314	36077908.0	0.984	4464874.5
0.8924598	37546628.0	0.984	3239987.5
0.8800989	38270000.0	0.9864	3311182.2
0.88627934	37233990.0	0.9888	3114812.2
0.8906057	36861440.0	0.9856	3596927.8
0.8838072	37389670.0	0.9888	2706547.8
0.8838072	37809184.0	0.988	2669397.0
0.89307785	35949196.0	0.984	5634016.0
0.89493203	35264784.0	0.9896	2920179.0
0.89184177	35766744.0	0.9848	4975768.0
0.8893696	36388556.0	0.9888	2683871.8
0.8893696	35194516.0	0.988	3453165.2
0.88627934	36034800.0	0.9872	2654493.2
0.88318914	37121270.0	0.9832	4040191.5
0.8924598	35012620.0	0.9896	3529226.2
0.894314	35058580.0	0.9912	2407714.8
0.8912237	35154132.0	0.988	2662462.5
0.88998765	34973820.0	0.9856	4977298.5
0.8912237	34964940.0	0.9896	3199679.2
0.8906057	35522500.0	0.9824	4527553.0
0.89307785	35446612.0	0.9872	3120698.2
0.89184177	34898440.0	0.9912	3815240.0
0.8912237	34707910.0	0.9928	2984601.2
0.8906057	34764940.0	0.9936	2381914.0
0.88998765	34309470.0	0.9888	4289349.0
0.8912237	34030804.0	0.9912	2359769.5
0.8881335	33771412.0	0.992	2554825.2
0.8906057	33425134.0	0.9904	2719112.5
0.8924598	33643416.0	0.9928	3855249.8
0.8875154	34285984.0	0.9888	3064764.0
0.8875154	34677320.0	0.992	3589896.2
0.8875154	34888572.0	0.992	2846652.5
0.8875154	34743390.0	0.9952	2233925.8
0.89184177	34080484.0	0.9976	2542952.8
0.89307785	33667240.0	0.992	3934849.8
0.8924598	33720820.0	0.9864	3850947.5
0.89307785	34010120.0	0.9888	3748264.0
0.894314	34003610.0	0.9944	3826305.8
0.89307785	33931250.0	0.9936	2553587.0
0.8893696	34056796.0	0.9936	2649980.2
0.8881335	34096292.0	0.9896	3639888.8
0.88998765	33652810.0	0.9944	2483423.0
0.89307785	33664068.0	0.9936	4664560.0
0.8924598	33920096.0	0.9936	2306014.5
0.89307785	33843244.0	0.9928	3415517.2
0.89369595	33913856.0	0.996	3522004.2
0.89184177	33979460.0	0.9968	2201715.0
0.8924598	33953976.0	0.9904	2377806.5
0.88875157	34070964.0	0.9872	4702510.5
0.8875154	34213576.0	0.992	2537650.2
0.88627934	34373650.0	0.9928	3596198.8
0.8856613	34174652.0	0.9912	2497018.2
0.8893696	33781700.0	0.9952	2604258.8
0.89184177	33281846.0	0.992	2873222.2
0.88998765	33444580.0	0.9944	4210009.5
0.88998765	33897044.0	0.9888	2289915.0
0.89369595	34026576.0	0.9936	2825205.2
0.894314	33243266.0	0.988	2735764.2
0.8955501	33203936.0	0.9968	2410456.2
0.89307785	34305976.0	0.9864	2589197.8
0.89493203	33072952.0	0.9928	3039393.5
0.8868974	33382806.0	0.9936	2374445.5
0.8856613	34756996.0	0.9864	5322935.5
0.881953	34052668.0	0.9888	2778173.5
0.8893696	33625640.0	0.9936	2552705.5
0.8868974	34076596.0	0.9912	2442642.2
0.88875157	35000630.0	0.9912	2488487.2
0.89493203	33111948.0	0.9952	4307144.5
0.89184177	35189664.0	0.9864	2610540.5
0.89369595	33828370.0	0.9944	4175514.0
0.8912237	34226464.0	0.9944	2378442.8
0.88318914	36334050.0	0.9824	2457818.0
0.8844252	36215796.0	0.9864	2659214.8
0.8906057	34725388.0	0.9912	4221966.5
0.8955501	33574336.0	0.9912	2592108.2
0.89369595	33852148.0	0.9904	3860888.2
0.8912237	34944576.0	0.9856	3741911.5
0.8893696	34919324.0	0.9904	2585352.8
0.89184177	33466308.0	0.9936	2653036.5
0.89184177	33370330.0	0.992	2380271.0
0.88875157	33997720.0	0.9912	2393955.2
0.8906057	34611610.0	0.9872	3759284.2
0.8881335	34902784.0	0.9912	2501218.0
0.8881335	33673572.0	0.9968	3868686.0
0.8924598	33472096.0	0.9952	2227225.0
0.8844252	35065880.0	0.988	2308911.0
0.8838072	35328136.0	0.9944	2346901.2
0.8875154	34189668.0	0.9936	2654080.2
0.89678615	33577116.0	0.9936	2507310.2
0.894314	33863124.0	0.9944	2335252.2
0.8955501	34053044.0	0.9936	2259661.0
0.89184177	33664844.0	0.9936	3390927.2
0.88998765	33451764.0	0.9968	2202460.5
0.8875154	33136850.0	0.9944	2576624.5
0.8856613	32957704.0	0.9952	3311205.0
0.8912237	32718740.0	0.996	2213824.0
0.8924598	32738216.0	0.9976	2109197.0
0.8924598	32670356.0	0.9952	2218720.8
0.89369595	32545800.0	0.996	2645400.5
0.8893696	32390492.0	0.996	2467999.0
0.8868974	32731650.0	0.9992	2177519.8
0.881953	33418962.0	0.9896	4335348.5
0.8776267	34020172.0	0.992	3090651.2
0.8788628	33846804.0	0.9968	2267791.8
0.8844252	33174038.0	0.9984	2198838.2
0.89307785	33046888.0	0.9976	3032500.5
0.89493203	33283042.0	0.9872	2601192.8
0.89493203	33185210.0	0.992	2378106.5
0.894314	32737804.0	0.996	2550441.0
0.8906057	32564208.0	0.9944	2449723.5
0.8868974	32814996.0	0.9952	2159564.5
0.8868974	33188270.0	0.9944	2129152.0
0.8893696	33313618.0	0.9952	2329484.8
0.8924598	33221970.0	0.9944	2182157.0
0.89493203	32943172.0	0.9936	2229334.0
0.8955501	32658532.0	0.9984	2136308.5
0.89307785	32559982.0	0.9968	2141703.0
0.88998765	32691626.0	0.996	3157819.5
0.8906057	32975694.0	0.9936	2304328.5
0.8868974	33416984.0	0.996	2342145.2
0.88504326	33711960.0	0.992	2235944.2
0.8868974	33295546.0	0.9952	2394607.2
0.8912237	32693502.0	0.9968	3313988.5
0.8912237	32585740.0	0.9976	2979924.5
0.89184177	32612076.0	0.9936	2252346.8
0.89307785	32690582.0	0.9944	2210960.5
0.89802223	32520036.0	0.992	2398809.8
0.8992583	32239742.0	0.9968	2261196.0
0.8974042	32375736.0	0.9968	2195854.8
0.8906057	32809300.0	0.9968	2135122.0
0.8868974	33130838.0	0.9912	2356060.5
0.8893696	32654522.0	0.9952	2297477.0
0.8912237	32514766.0	0.9976	3115804.2
0.88875157	32513436.0	0.9944	3055711.8
0.8881335	32656542.0	0.996	2173547.5
0.88998765	32465588.0	0.9928	2517118.0
0.8912237	32406512.0	0.996	3087298.2
0.8906057	32163364.0	0.9952	3676689.2
0.8906057	32105392.0	0.9992	2205916.2
0.8912237	32267832.0	0.9984	2103414.5
0.8881335	32310620.0	0.9952	3077892.2
0.8875154	32292436.0	0.9968	2142820.0
0.8875154	32300386.0	1.0	2049984.8
0.8912237	32212100.0	0.9976	3124924.0
0.89184177	32283354.0	0.996	2177199.2
0.89184177	32332586.0	0.9944	2132943.5
0.8906057	32619734.0	0.9936	2163808.8
0.8906057	33016696.0	0.9928	2428273.0
0.8875154	32717666.0	0.9952	2334123.2
0.8893696	32986780.0	0.9952	2195272.0
0.8893696	33008606.0	0.9952	2210654.8
0.88998765	32731410.0	0.9968	2114718.5
0.894314	32378128.0	0.9968	2315484.0
0.8955501	32426124.0	0.996	2104641.2
0.89307785	32759496.0	0.9968	2258666.0
0.89184177	33219862.0	0.9912	3031915.0
0.8868974	33451324.0	0.9952	2304109.8
0.8875154	33418466.0	0.9912	2569606.5
0.88875157	33435412.0	0.9944	2323086.2
0.89493203	32830820.0	0.9952	2475478.0
0.89369595	32682068.0	0.9952	3003869.0
0.894314	32617504.0	0.9944	2391174.0
0.89307785	32587712.0	0.996	2321202.5
0.894314	32863932.0	0.996	3248552.2
0.89369595	32826848.0	0.996	2205088.8
0.89307785	32769696.0	0.9952	3043550.0
0.8924598	32714916.0	0.9952	2144868.0
0.8924598	32443004.0	0.996	2233002.0
0.88998765	32470170.0	0.9984	2066738.1
0.8912237	32620500.0	0.996	2144498.5
0.8924598	32800600.0	0.996	2921613.2
0.8906057	32564926.0	0.992	2141614.0
0.88998765	32228236.0	0.9976	2113327.5
0.894314	31942000.0	0.9944	2464403.8
0.89184177	32025764.0	0.9984	2096704.9
0.89369595	32329610.0	0.9952	2136484.5
0.8893696	32727014.0	0.9944	2208880.5
0.8881335	33139214.0	0.996	2086525.8
0.8868974	32994144.0	0.996	2186851.0
0.8875154	32583454.0	0.9984	2089855.1
0.8906057	32288004.0	0.996	2272479.5
0.89184177	32080326.0	0.9976	2076682.5
0.8893696	31999468.0	0.9968	2083867.9
0.8893696	32128274.0	0.996	2041900.6
0.8924598	32152606.0	0.9976	2050644.1
0.88875157	32163018.0	0.9976	3060155.0
0.8868974	32355068.0	0.9968	2078865.0
0.8881335	32521776.0	0.9976	2096270.1
0.8881335	32516522.0	0.9976	2869233.2
0.8875154	32502024.0	0.9992	2049390.8
0.8875154	32614590.0	0.9976	2749198.2
0.8868974	32937830.0	0.9984	2724559.2
0.8868974	32897564.0	0.996	2204992.5
0.8906057	32346646.0	0.9992	2250897.8
0.894314	32211200.0	0.9952	2134964.8
0.89369595	32067340.0	0.9944	3596265.5
0.89493203	31924008.0	0.9992	2088959.8
0.8961681	31898006.0	0.9976	2419731.2
0.89678615	32025874.0	0.9984	2103272.5
0.8893696	32341892.0	0.9992	2085255.4
0.8893696	32789950.0	0.9968	2183317.0
0.8875154	32927706.0	0.996	2198398.5
0.88875157	32903034.0	0.9992	2043706.6
0.8906057	32697442.0	1.0	2039678.8
0.89184177	32595826.0	0.9984	2046631.8
0.894314	32154124.0	0.9968	2077882.1
0.894314	31756430.0	0.9968	2066423.0
0.8924598	31754716.0	0.9984	2050149.4
0.88875157	31799420.0	0.9976	2095022.1
0.8912237	31936208.0	0.9952	2093584.1
0.88875157	31909784.0	0.9944	2984867.2
0.8893696	32287844.0	0.9968	2603451.5
0.89307785	32683882.0	0.9976	2162250.0
0.88875157	33056138.0	0.9944	2104893.2
0.88875157	33099128.0	0.9976	2136460.0
0.8893696	32875820.0	0.996	2602911.2
0.88875157	32641388.0	1.0	2047840.0
0.8912237	32541920.0	0.9968	2141291.0
0.89369595	32498776.0	0.992	2076532.4
0.88998765	32676646.0	0.9968	2094115.4
0.8924598	32784644.0	0.996	2248513.8
0.8912237	32896012.0	0.9984	2086177.8
0.8924598	32778132.0	0.9984	2075891.2
0.8893696	32693024.0	0.9968	2547303.2
0.8893696	32553216.0	0.996	3560777.8
0.88998765	32616696.0	0.996	2787458.8
0.89184177	32383054.0	0.9984	2166579.5
0.8961681	32002276.0	0.9992	2116667.2
0.8986403	31919826.0	0.9968	2054066.6
0.8992583	31882960.0	0.992	2094210.5
0.89493203	31652470.0	0.9944	2311032.5
0.8924598	31610462.0	0.9984	2053620.5
0.89307785	31918668.0	0.9984	2045222.1
0.89184177	32420472.0	0.9976	2112136.5
0.8906057	32624268.0	0.9944	2143664.2
0.88998765	32078212.0	0.9976	2154090.5
