Validation Accuracy	Validation Loss	Training Accuracy	Training Loss
0.51483315	919899260.0	0.5136	1089277600.0
0.5278121	907268300.0	0.5328	869581250.0
0.53522867	816705860.0	0.5536	910875140.0
0.5723115	716708300.0	0.5688	883604500.0
0.5865266	716915100.0	0.5504	788240900.0
0.57045734	719282900.0	0.564	695125100.0
0.5667491	682940000.0	0.5744	750776260.0
0.5716934	654182140.0	0.5552	675939650.0
0.578492	599278460.0	0.5808	672358460.0
0.60197777	538203200.0	0.6264	517533380.0
0.6143387	524772000.0	0.6128	497985570.0
0.6236094	510839680.0	0.628	503400320.0
0.6396786	479109220.0	0.6392	422369120.0
0.6211372	470339840.0	0.644	382603230.0
0.6266996	457911800.0	0.6616	430553540.0
0.6384425	422225730.0	0.6544	409088300.0
0.6229913	419422140.0	0.6376	347000200.0
0.6236094	418268220.0	0.652	285133860.0
0.6347342	406679200.0	0.6568	385504130.0
0.6514215	382110140.0	0.676	335723900.0
0.68170583	358563300.0	0.708	305816860.0
0.69715697	345826800.0	0.6896	307186080.0
0.70889986	337994400.0	0.6848	306517060.0
0.7045736	322493470.0	0.724	228852600.0
0.71260816	313997200.0	0.7304	263056530.0
0.71631646	305611550.0	0.7512	230195070.0
0.7317676	298115140.0	0.7504	247602400.0
0.7336218	288818050.0	0.764	202133900.0
0.7354759	277296000.0	0.7608	213841540.0
0.7354759	268136880.0	0.7536	197117230.0
0.7342398	264308160.0	0.7672	214334480.0
0.73485786	257217260.0	0.772	210917230.0
0.7410383	254269760.0	0.7744	178981360.0
0.7478368	253855970.0	0.7728	197418740.0
0.74969095	245476160.0	0.7512	194637250.0
0.74845487	241799170.0	0.7776	200196210.0
0.75030905	238126060.0	0.78	181982100.0
0.7558715	233513470.0	0.7624	178865490.0
0.7509271	234650400.0	0.7712	192940700.0
0.74289244	234874260.0	0.7744	158724140.0
0.74660075	227508590.0	0.8008	174034800.0
0.74289244	222626260.0	0.7808	157763780.0
0.73980224	221621820.0	0.7768	146736480.0
0.7410383	218247600.0	0.7792	164101460.0
0.7472188	218340930.0	0.7704	160937570.0
0.75710756	211886020.0	0.7992	158335630.0
0.7608158	207310990.0	0.7712	142002770.0
0.7657602	206640130.0	0.7824	145984340.0
0.7694685	204400860.0	0.7744	158780660.0
0.7700865	202115230.0	0.8096	121533780.0
0.7682324	200562050.0	0.8136	157200960.0
0.77070457	198373440.0	0.8064	142002050.0
0.7750309	195073400.0	0.78	143079340.0
0.7725587	190522830.0	0.7952	138005860.0
0.7781211	188153100.0	0.8144	134042760.0
0.77379483	186669020.0	0.7992	154358460.0
0.7750309	185551520.0	0.8072	117936790.0
0.77564895	184017980.0	0.808	93642730.0
0.77070457	183070020.0	0.7936	136030880.0
0.78059334	180619500.0	0.804	116551910.0
0.7867738	179244370.0	0.8248	96107576.0
0.78615576	175163580.0	0.7936	143221360.0
0.77935725	174587540.0	0.816	111171620.0
0.7855377	173183860.0	0.788	143952720.0
0.7849197	172418770.0	0.824	111831990.0
0.7855377	170049940.0	0.8216	104844770.0
0.7843016	166326640.0	0.8296	86779290.0
0.7781211	167047660.0	0.8144	100374730.0
0.78244746	165500080.0	0.8128	97600760.0
0.7886279	163285950.0	0.8184	119717336.0
0.78244746	158552660.0	0.82	90935550.0
0.7775031	158830940.0	0.82	76136820.0
0.7880099	157277310.0	0.808	123400710.0
0.79666257	157490660.0	0.8312	99707690.0
0.7997528	156677040.0	0.8312	90248780.0
0.80098885	152580600.0	0.8304	94537470.0
0.7948084	153513280.0	0.8216	100243736.0
0.79666257	152475730.0	0.8216	85045250.0
0.79419035	154782800.0	0.8248	73807570.0
0.79913473	152993500.0	0.8288	93037080.0
0.80284303	148121310.0	0.8248	101310750.0
0.7923362	151771090.0	0.8008	86823544.0
0.8090235	146464720.0	0.8216	115100940.0
0.8077874	151548210.0	0.8216	98894280.0
0.8077874	148017120.0	0.8544	98560630.0
0.7948084	145894430.0	0.7944	97179020.0
0.7725587	151871170.0	0.788	113869970.0
0.79789865	145773220.0	0.8304	109784590.0
0.8003708	151226270.0	0.8144	99807430.0
0.8077874	140407120.0	0.8256	99108140.0
0.78924596	142730130.0	0.8184	82996060.0
0.7886279	143158030.0	0.8232	77278570.0
0.8121137	134521730.0	0.8544	90071496.0
0.80840546	136058160.0	0.848	79688504.0
0.8077874	135472580.0	0.8416	71588536.0
0.7886279	140053620.0	0.8176	80621336.0
0.8077874	132287380.0	0.8536	67965650.0
0.802225	136473630.0	0.8384	71421540.0
0.8102596	132315500.0	0.8264	84504940.0
0.79913473	130410430.0	0.8328	72642820.0
0.8040791	126559340.0	0.852	78778480.0
0.80593324	127777180.0	0.8448	63660748.0
0.8016069	128024500.0	0.8464	57067996.0
0.7972806	129313760.0	0.832	93740140.0
0.8016069	126147540.0	0.844	70687810.0
0.8108776	124540030.0	0.8304	74660480.0
0.81334984	122940616.0	0.8584	61689320.0
0.81644005	121728824.0	0.8624	51556090.0
0.8189122	119612800.0	0.8552	66887136.0
0.8176761	119116250.0	0.8344	86226620.0
0.81829417	117852020.0	0.8776	55197716.0
0.82014835	116881176.0	0.876	57023628.0
0.8189122	116250200.0	0.8512	70928360.0
0.8207664	115126550.0	0.8584	54150364.0
0.81334984	116839460.0	0.8344	51691316.0
0.81829417	115740660.0	0.8776	65486748.0
0.81829417	119984536.0	0.84	58567236.0
0.8176761	117160940.0	0.88	55296650.0
0.8139679	114099770.0	0.8472	55652300.0
0.8065513	115441510.0	0.8632	44116692.0
0.8145859	112373960.0	0.8848	52938210.0
0.8195303	112820850.0	0.8568	67730216.0
0.8189122	109724296.0	0.856	59276770.0
0.8145859	109779890.0	0.8696	52254864.0
0.8238566	107467350.0	0.8592	47760468.0
0.8176761	109280340.0	0.8648	53283084.0
0.8195303	106263080.0	0.8632	54857036.0
0.81149566	109110230.0	0.868	53468216.0
0.8263288	106996290.0	0.88	39463390.0
0.8263288	106812820.0	0.8616	53749708.0
0.8263288	104591430.0	0.8656	43588356.0
0.82014835	103776940.0	0.8632	50801384.0
0.8226205	105674170.0	0.8584	60629280.0
0.82509273	104115700.0	0.86	46916704.0
0.83065516	102636830.0	0.8856	43601132.0
0.8331273	102759464.0	0.8768	40689820.0
0.8257108	103138800.0	0.8752	41359620.0
0.829419	101298210.0	0.8736	43247948.0
0.82818294	100329976.0	0.8712	44395516.0
0.83065516	99473896.0	0.8704	46242452.0
0.829419	99257560.0	0.8888	37414030.0
0.82818294	99051410.0	0.8936	43360744.0
0.8257108	99301150.0	0.8752	41146148.0
0.829419	97979520.0	0.8752	50755956.0
0.82818294	98049704.0	0.8736	45009864.0
0.82694685	98383550.0	0.864	39763536.0
0.8312732	98522136.0	0.8744	45631136.0
0.8362176	96416500.0	0.88	49461460.0
0.83189124	96007624.0	0.8984	24505218.0
0.82818294	96722344.0	0.864	37416624.0
0.83065516	95274600.0	0.8912	33073260.0
0.8380717	93727720.0	0.8688	41263300.0
0.8380717	93017350.0	0.8752	54939852.0
0.83374536	93746130.0	0.872	52010550.0
0.8312732	93370470.0	0.8664	43632730.0
0.829419	94324410.0	0.8768	31822916.0
0.8275649	95254130.0	0.8952	31428034.0
0.83374536	93196220.0	0.8656	37618080.0
0.83374536	93431540.0	0.8872	28436268.0
0.83374536	94150460.0	0.8896	37621400.0
0.8325093	95667090.0	0.8816	36886030.0
0.8355995	90014260.0	0.876	45477100.0
0.8145859	93350040.0	0.8616	39353556.0
0.8325093	92657096.0	0.8696	47284540.0
0.83003706	95002190.0	0.8936	39160972.0
0.8448702	87784650.0	0.8728	41958412.0
0.8312732	90445060.0	0.872	33168998.0
0.84177995	87910400.0	0.896	32635696.0
0.8393078	90302840.0	0.8832	38938230.0
0.8461063	85197290.0	0.9096	27881964.0
0.82323855	94414220.0	0.8576	32881446.0
0.83374536	84988340.0	0.8952	40233360.0
0.83189124	90458030.0	0.8664	40104092.0
0.84239805	84729480.0	0.9048	38724264.0
0.8448702	84932990.0	0.888	27504892.0
0.8473424	82506180.0	0.9016	30155280.0
0.8411619	81963750.0	0.8952	35775150.0
0.8343634	84622584.0	0.8928	29176362.0
0.8325093	82178380.0	0.888	32331438.0
0.8473424	80877190.0	0.8912	28057354.0
0.84548825	81922720.0	0.8984	24084630.0
0.8448702	82046350.0	0.892	21451250.0
0.8516687	81462910.0	0.9016	26347200.0
0.84239805	80927930.0	0.8912	28640142.0
0.8430161	80939020.0	0.896	31275060.0
0.84054387	81148776.0	0.896	29556016.0
0.8411619	79321224.0	0.8968	28114754.0
0.8430161	81935230.0	0.9064	31251386.0
0.8498146	83269460.0	0.8872	29085568.0
0.84919655	83013384.0	0.8824	33020726.0
0.84548825	79114580.0	0.9016	33442150.0
0.8479605	79112010.0	0.8984	26203672.0
0.84054387	80525010.0	0.8872	22122852.0
0.84239805	78205960.0	0.8976	26720962.0
0.84425217	80206960.0	0.9128	21513304.0
0.8510507	81154880.0	0.9032	25199454.0
0.84548825	79873070.0	0.892	29018850.0
0.8473424	76711464.0	0.892	26611926.0
0.8535229	77560020.0	0.884	26630304.0
0.8461063	78612000.0	0.8792	29440740.0
0.8529048	76114850.0	0.9088	18586430.0
0.84239805	74876264.0	0.908	25824832.0
0.84177995	76804130.0	0.8944	23313540.0
0.8485785	75786470.0	0.8904	30980354.0
0.8485785	74965336.0	0.9128	22460138.0
0.85228676	73227990.0	0.8936	25491424.0
0.83868974	75969110.0	0.8944	27892236.0
0.8430161	76664770.0	0.8872	29192792.0
0.85043263	73832420.0	0.9016	19737588.0
0.8275649	82033480.0	0.8552	22682788.0
0.85723114	73945980.0	0.908	30464800.0
0.8485785	78304620.0	0.876	18712200.0
0.8535229	71192904.0	0.9072	28501216.0
0.8077874	82919750.0	0.8728	16395980.0
0.84919655	71573930.0	0.9	30906044.0
0.84177995	77412680.0	0.8912	21121552.0
0.8510507	71074350.0	0.9048	29582648.0
0.83374536	75563430.0	0.868	22682046.0
0.8535229	71953630.0	0.908	27472002.0
0.8485785	74491740.0	0.8928	28964890.0
0.8516687	69881384.0	0.9136	19073086.0
0.8393078	72298024.0	0.8792	21867060.0
0.85043263	71935860.0	0.92	20613700.0
0.84548825	74375420.0	0.896	27319586.0
0.84548825	71874390.0	0.9024	22281274.0
0.8529048	69589960.0	0.912	26779818.0
0.85228676	69489960.0	0.9112	21260350.0
0.8578492	67868320.0	0.9248	17017116.0
0.85228676	68643736.0	0.9	24240142.0
0.855377	69092190.0	0.9176	17092598.0
0.85723114	67101210.0	0.9232	20630028.0
0.8485785	68237336.0	0.8912	21964128.0
0.855377	67989800.0	0.9192	20306832.0
0.8516687	69174580.0	0.904	16357209.0
0.84672433	66613348.0	0.8984	19032974.0
0.84425217	67924696.0	0.8992	18405034.0
0.8479605	72376610.0	0.9024	19478538.0
0.85414094	67994250.0	0.908	25709280.0
0.8176761	77552720.0	0.868	16556256.0
0.8238566	84588920.0	0.872	23902358.0
0.83374536	82252750.0	0.8896	33058102.0
0.82447463	79733850.0	0.848	31290750.0
0.85043263	70231496.0	0.9224	35509160.0
0.8430161	74119660.0	0.8928	15107980.0
0.85043263	70293710.0	0.8848	29862582.0
0.8473424	69368264.0	0.8984	16471148.0
0.85970336	65720220.0	0.9192	27758818.0
0.8529048	69179976.0	0.9128	15970463.0
0.8529048	68139330.0	0.9056	16638468.0
0.8516687	66509876.0	0.9064	22602086.0
0.85908526	64289804.0	0.9112	27490520.0
0.86093944	63709796.0	0.912	16946960.0
0.85970336	63126388.0	0.9272	15236894.0
0.85599506	63341980.0	0.92	17732294.0
0.85723114	62956224.0	0.9296	16853586.0
0.8584672	62613740.0	0.9312	16860066.0
0.86402965	62513324.0	0.9224	17649288.0
0.8603214	63700030.0	0.9232	25390856.0
0.854759	63376720.0	0.9216	19132194.0
0.8510507	62717908.0	0.9008	20029250.0
0.8510507	66176276.0	0.9184	17211972.0
0.8535229	63701628.0	0.9152	20875580.0
0.82138443	68658170.0	0.8648	15290049.0
0.85228676	63679024.0	0.9248	22040700.0
0.8535229	66922384.0	0.916	13263256.0
0.8566131	61116944.0	0.9224	20602784.0
0.8226205	67055096.0	0.884	17889574.0
0.86093944	63705984.0	0.924	18186626.0
0.85414094	65376064.0	0.904	15459621.0
0.84548825	64152444.0	0.8896	17572590.0
0.85908526	61886748.0	0.912	20750880.0
0.8529048	64578620.0	0.908	10770325.0
0.86093944	61385564.0	0.9128	26651958.0
0.8658838	59748044.0	0.9216	20261928.0
0.8652658	60360956.0	0.9248	13775318.0
0.8461063	69232510.0	0.9	13184999.0
0.855377	62752796.0	0.9224	27841236.0
0.8263288	68219560.0	0.8664	16716838.0
0.86279356	63671390.0	0.9344	21948798.0
0.82694685	76564430.0	0.8784	14425134.0
0.86279356	59620444.0	0.924	25073148.0
0.7997528	78193690.0	0.8344	19965610.0
0.83189124	71764500.0	0.8704	32386316.0
0.8362176	72982776.0	0.8792	27235184.0
0.855377	62737416.0	0.92	24713174.0
0.7985167	79990780.0	0.8528	19832616.0
0.8399258	71227060.0	0.884	32227102.0
0.8121137	84160300.0	0.852	21554668.0
0.828801	67204056.0	0.8816	38380668.0
0.78059334	87321090.0	0.82	17323580.0
0.789864	105163440.0	0.8168	47456776.0
0.8170581	93052160.0	0.8432	51865764.0
0.82509273	73572330.0	0.8744	41500496.0
0.73300374	102865950.0	0.76	29987880.0
0.7997528	92645660.0	0.8464	58120012.0
0.76205194	111526910.0	0.7944	47886652.0
0.80840546	77344470.0	0.8456	68819510.0
0.7509271	107055230.0	0.7824	32113096.0
0.8380717	78885100.0	0.8504	60415628.0
0.7657602	121640560.0	0.7552	39489268.0
0.85414094	70351410.0	0.9104	69257490.0
0.6959209	127887816.0	0.7112	25385672.0
0.8479605	77677640.0	0.8752	76516790.0
0.7700865	128373590.0	0.7864	32477846.0
0.8615575	64220532.0	0.9112	77840530.0
0.7274413	122817480.0	0.7568	17907196.0
0.8621755	67062240.0	0.924	75668140.0
0.789864	104647290.0	0.8128	20442136.0
0.8498146	76060460.0	0.8808	60568416.0
0.8615575	68777300.0	0.896	30396386.0
0.8053152	86484580.0	0.8512	24393134.0
0.8566131	65570104.0	0.908	49073104.0
0.8380717	80605610.0	0.8664	28540394.0
0.83745366	72783460.0	0.8792	26337312.0
0.8393078	65430660.0	0.9048	25997980.0
0.8498146	67795750.0	0.8768	22022874.0
0.85414094	65540836.0	0.9232	20655502.0
0.8510507	70051820.0	0.9072	19665880.0
0.8393078	75656290.0	0.8776	18582832.0
0.85908526	66281676.0	0.8872	32840582.0
0.8535229	64831616.0	0.892	21562778.0
0.8448702	66288130.0	0.8952	26048618.0
0.85723114	58297536.0	0.924	21742308.0
0.85970336	64564740.0	0.9272	13791519.0
0.8603214	67964130.0	0.92	14741886.0
0.8695921	64521850.0	0.928	17830464.0
0.86402965	58754890.0	0.9232	26932814.0
0.854759	60366484.0	0.9184	14984140.0
0.854759	58637330.0	0.9136	21555512.0
0.8621755	58283452.0	0.9216	13809967.0
0.8658838	59942080.0	0.908	17280830.0
0.85599506	59766904.0	0.912	14184423.0
0.84919655	59695596.0	0.8992	14414150.0
0.8646477	56588390.0	0.9248	15301072.0
0.87577254	54862704.0	0.9384	15830563.0
0.8535229	60644784.0	0.9136	17103470.0
0.84425217	60866348.0	0.9	15045501.0
0.8658838	54964570.0	0.9344	19284894.0
0.855377	55822364.0	0.9104	16030741.0
0.8720643	54371810.0	0.9416	15931109.0
0.8702101	57908930.0	0.928	14371498.0
0.86279356	58679256.0	0.916	15848871.0
0.8733004	53836604.0	0.9256	14601768.0
0.855377	54865784.0	0.9168	16720210.0
0.8671199	53298372.0	0.932	14354976.0
0.87577254	53932680.0	0.9232	12944726.0
0.8739184	54601830.0	0.9384	8449767.0
0.87577254	53343496.0	0.9256	15065848.0
0.8695921	51406624.0	0.9424	12571899.0
0.8702101	52325188.0	0.928	9623223.0
0.86402965	52611770.0	0.9264	11570595.0
0.881953	51854520.0	0.9448	12462701.0
0.8776267	52798188.0	0.9336	12412523.0
0.8708282	54142468.0	0.9328	14066319.0
0.87144625	53509920.0	0.9264	18158524.0
0.86773795	52457600.0	0.9536	7777169.5
0.868356	54180070.0	0.9496	7807670.5
0.8695921	53847924.0	0.9248	14755521.0
0.87453645	52365620.0	0.948	12390126.0
0.87948084	51185520.0	0.9416	12122079.0
0.8776267	51810096.0	0.9432	8085274.5
0.87948084	51604370.0	0.9464	13655616.0
0.87824476	51406012.0	0.9472	9518349.0
0.8807169	50381880.0	0.9376	11962986.0
0.86773795	51025276.0	0.9232	14115743.0
0.8776267	50686476.0	0.9352	11033326.0
0.87268233	51014270.0	0.944	9852996.0
0.8702101	51307750.0	0.9424	8636171.0
0.8702101	50996092.0	0.928	15092590.0
0.8615575	51302700.0	0.9296	11209262.0
0.8720643	50297816.0	0.9416	8105695.5
0.868356	51222180.0	0.9528	14954188.0
0.87144625	50103908.0	0.9504	11403274.0
0.87268233	49389604.0	0.94	10010069.0
0.87453645	49276064.0	0.952	5148546.0
0.8788628	49386830.0	0.9544	6303379.0
0.87948084	50375656.0	0.9424	12698789.0
0.8776267	49547028.0	0.9432	9396199.0
0.8720643	49134350.0	0.9512	11296128.0
0.8702101	49102430.0	0.9328	16100450.0
0.8720643	49085470.0	0.9456	9511283.0
0.8763906	49181750.0	0.9608	7023307.0
0.87577254	48981508.0	0.9552	10073761.0
0.8751545	48700500.0	0.9488	8527163.0
0.8776267	48384908.0	0.9512	7390909.0
0.8733004	48506310.0	0.9296	13875000.0
0.87453645	48457340.0	0.9512	7928927.0
0.8763906	47999500.0	0.944	8642636.0
0.87577254	48719250.0	0.952	7246503.0
0.8720643	48773580.0	0.9464	6793969.5
0.87453645	48272490.0	0.9408	9805134.0
0.8751545	47616370.0	0.9456	8649867.0
0.881953	47020344.0	0.948	6965127.0
0.8770087	48384980.0	0.9408	8163529.5
0.8770087	47844564.0	0.9456	9761943.0
0.87948084	46745376.0	0.9464	7443138.0
0.8776267	47452572.0	0.9456	12552204.0
0.8739184	47928520.0	0.9464	8449504.0
0.87577254	47293044.0	0.9488	8017395.0
0.8807169	46458320.0	0.9584	10806769.0
0.8751545	46595450.0	0.944	5016525.0
0.8788628	46580012.0	0.9488	6533395.5
0.8776267	45892120.0	0.9472	7964717.0
0.87824476	46287864.0	0.9576	8002846.0
0.8788628	46289244.0	0.9448	7531235.0
0.8733004	46218356.0	0.94	10534705.0
0.86773795	46401520.0	0.944	11216514.0
0.8695921	47183704.0	0.9552	6532029.0
0.86773795	47629428.0	0.9504	6301548.0
0.86773795	47162148.0	0.9496	6157578.0
0.86773795	46811220.0	0.9472	7092806.5
0.87453645	46123308.0	0.9424	8760342.0
0.8720643	46591440.0	0.9592	5003746.0
0.8733004	46213800.0	0.9496	7228267.5
0.868356	45896520.0	0.948	6352675.0
0.8652658	45704280.0	0.956	6081712.5
0.86402965	45437324.0	0.9408	10384869.0
0.86897403	45431156.0	0.9528	6770795.5
0.8739184	45328110.0	0.9552	8411625.0
0.8671199	46199390.0	0.9512	9175018.0
0.8695921	46002716.0	0.9608	5671417.0
0.8708282	46065776.0	0.956	5751183.5
0.8708282	46831916.0	0.9504	6192571.0
0.87144625	45512916.0	0.9488	6822452.0
0.86402965	46556972.0	0.9456	8826354.0
0.86897403	46158740.0	0.9352	8564059.0
0.86773795	46234670.0	0.9384	9635758.0
0.86897403	45407776.0	0.9512	5734706.5
0.8702101	45484252.0	0.9536	6179681.5
0.8695921	45334988.0	0.9536	6173159.0
0.87144625	45373436.0	0.9584	6521414.0
0.8671199	45137924.0	0.9496	4590980.5
0.86773795	45024704.0	0.9528	6413376.5
0.8708282	45819480.0	0.9504	6795746.0
0.86897403	46112916.0	0.9552	9472235.0
0.86897403	45093116.0	0.952	6386403.5
0.86279356	45796250.0	0.9384	9091754.0
0.8702101	45422350.0	0.9512	7699813.0
0.8702101	46271372.0	0.9432	4435351.5
0.87453645	44350110.0	0.9632	6141823.5
0.87453645	45270332.0	0.9472	8948917.0
0.8720643	45651860.0	0.9512	6954081.5
0.87577254	44945316.0	0.9624	6061573.5
0.87948084	44368550.0	0.9592	4710667.5
0.8807169	43933160.0	0.9632	6769406.0
0.8720643	44608884.0	0.9472	7240121.5
0.8770087	44461388.0	0.9624	6886719.5
0.87453645	45283068.0	0.96	4282352.0
0.87144625	44231796.0	0.96	7891901.5
0.8603214	46909490.0	0.9296	5771386.0
0.8770087	45531190.0	0.9512	8737484.0
0.87268233	47094948.0	0.936	6889751.5
0.88133496	44432404.0	0.9592	6543825.5
0.8621755	44865720.0	0.9504	3987509.2
0.87577254	43769100.0	0.9576	7069974.5
0.8695921	44501776.0	0.9624	4690149.5
0.8702101	43829524.0	0.9568	8615404.0
0.8658838	43809508.0	0.9424	6124035.5
0.87268233	44688748.0	0.9472	6613985.5
0.8733004	44934750.0	0.9392	7353929.5
0.8751545	43994920.0	0.9528	7183515.5
0.8646477	44142900.0	0.9624	6522185.5
0.85599506	43897524.0	0.9568	5125031.5
0.86897403	43240304.0	0.9536	5239705.0
0.8751545	43224784.0	0.96	6697594.0
0.8751545	43626320.0	0.964	5784212.0
0.87453645	42685620.0	0.9616	7725718.5
0.86773795	42962140.0	0.956	7193593.5
0.8720643	42825200.0	0.9488	6335915.0
0.8776267	42926150.0	0.9664	5894933.5
0.88133496	42396630.0	0.9624	5926571.5
0.8807169	42402572.0	0.9664	6086238.0
0.87824476	42626950.0	0.9664	5334456.5
0.87268233	42781900.0	0.9576	5811561.5
0.8770087	42798964.0	0.96	5170515.5
0.8733004	43027660.0	0.9648	4653061.5
0.87577254	43447296.0	0.9592	6832158.5
0.8739184	43431050.0	0.964	7316023.5
0.87948084	42490212.0	0.96	4696498.0
0.8776267	41713020.0	0.9704	3572947.0
0.87948084	41541760.0	0.9616	4101881.5
0.87453645	42032516.0	0.9576	6562458.5
0.8770087	42197124.0	0.968	6524949.0
0.8739184	41914756.0	0.9632	3910693.2
0.86650187	42209820.0	0.9688	4081113.0
0.86650187	42484344.0	0.9504	4585000.0
0.87144625	42055944.0	0.9664	5110999.5
0.8763906	41998570.0	0.9552	6123835.0
0.8751545	42938636.0	0.956	4979432.5
0.8739184	42574468.0	0.9584	6684295.5
0.8658838	43376240.0	0.9544	5533265.0
0.86402965	44744476.0	0.9504	8441846.0
0.8652658	44297936.0	0.9584	8252578.0
0.8621755	44399052.0	0.9448	5325928.0
0.87268233	43907856.0	0.9512	6409612.5
0.8763906	43835580.0	0.9496	6442819.0
0.8658838	42482704.0	0.9592	5596038.0
0.86093944	42615388.0	0.9432	5805629.0
0.8708282	42178830.0	0.9672	5260670.5
0.87144625	42325984.0	0.964	4838560.0
0.86897403	42301110.0	0.9696	3550822.5
0.86897403	42295564.0	0.9552	4541792.0
0.8702101	42275524.0	0.9528	7968268.5
0.86897403	42060704.0	0.9624	3776419.0
0.868356	42147252.0	0.9648	4301289.5
0.8763906	42035480.0	0.9664	6146407.0
