Validation Accuracy	Validation Loss	Training Accuracy	Training Loss
0.86650187	75869870.0	0.9156	31225286.0
0.86279356	74058824.0	0.9136	36328616.0
0.8621755	72906480.0	0.9168	39122864.0
0.86093944	77859750.0	0.9032	33127934.0
0.8646477	72062590.0	0.9228	41729650.0
0.86093944	73871400.0	0.9012	37490772.0
0.855377	78429010.0	0.8912	35621116.0
0.86773795	71570550.0	0.9224	40358950.0
0.84672433	78695740.0	0.89	34912040.0
0.8671199	75494216.0	0.9184	40368740.0
0.8658838	76775950.0	0.9168	34023856.0
0.8368356	80733256.0	0.88	38001944.0
0.86279356	72370630.0	0.9104	35100772.0
0.85970336	77538050.0	0.8976	38774004.0
0.8473424	77711150.0	0.8968	32292828.0
0.8695921	67654590.0	0.9272	31666350.0
0.8658838	72651240.0	0.9032	27512626.0
0.8708282	67905384.0	0.9248	41524460.0
0.8584672	70556650.0	0.9148	27161744.0
0.8733004	69193540.0	0.9192	33399868.0
0.8702101	67886820.0	0.9292	27707126.0
0.85908526	68813230.0	0.9224	28617100.0
0.8646477	66102830.0	0.9276	28875014.0
0.8634116	68585810.0	0.9136	33409224.0
0.8652658	67562920.0	0.926	29216274.0
0.8652658	67413464.0	0.9088	30820784.0
0.8708282	64964896.0	0.938	29677418.0
0.86773795	66136096.0	0.9224	20032394.0
0.8695921	64026684.0	0.9384	23086902.0
0.8658838	62763696.0	0.936	29146542.0
0.8658838	62504030.0	0.9368	31661558.0
0.8652658	64543668.0	0.93	18759868.0
0.86773795	62811956.0	0.9396	28889730.0
0.87144625	61513236.0	0.9308	27055360.0
0.86897403	62137590.0	0.9292	29536496.0
0.8702101	64056660.0	0.9244	27752684.0
0.8702101	66714864.0	0.9176	27846830.0
0.8708282	61925000.0	0.9392	28575848.0
0.8671199	62478136.0	0.928	18863656.0
0.8671199	61158060.0	0.9368	20898988.0
0.8578492	65964310.0	0.9256	18877382.0
0.86897403	61206116.0	0.9344	27440422.0
0.8751545	60129510.0	0.9432	21699890.0
0.8658838	61572670.0	0.9276	21651218.0
0.87144625	59731052.0	0.9444	20898662.0
0.8702101	61245740.0	0.9356	15756929.0
0.868356	59153996.0	0.9404	19177260.0
0.8671199	59872876.0	0.9348	24042190.0
0.86773795	60189332.0	0.93	22725988.0
0.86773795	59475440.0	0.938	18156196.0
0.84672433	65748070.0	0.9192	15355570.0
0.8708282	60240384.0	0.9312	27796940.0
0.86093944	63801170.0	0.9344	20794448.0
0.854759	62022812.0	0.9384	22279634.0
0.85723114	62557024.0	0.928	17909222.0
0.86402965	59530696.0	0.9348	24113812.0
0.8516687	67555770.0	0.9	17690416.0
0.85723114	66810144.0	0.8908	25656458.0
0.87268233	59520976.0	0.9464	20333626.0
0.8461063	68462280.0	0.9116	18690888.0
0.86093944	67702650.0	0.9104	23317762.0
0.8621755	67499656.0	0.9272	25326646.0
0.85970336	61460950.0	0.92	30895208.0
0.8226205	77642980.0	0.878	18478300.0
0.78615576	108301780.0	0.826	28348606.0
0.8708282	65999644.0	0.9272	59253236.0
0.70333743	128275610.0	0.7448	30790870.0
0.6637824	242323400.0	0.6804	83579420.0
0.83003706	102811330.0	0.8684	188055500.0
0.59641534	236424400.0	0.6236	59895890.0
0.53831893	540428540.0	0.5256	198365340.0
0.7472188	204876480.0	0.7668	474285100.0
0.54388136	378301660.0	0.5372	147730580.0
0.8195303	148426860.0	0.8604	309488960.0
0.6384425	368710080.0	0.6596	102290250.0
0.83868974	119571050.0	0.8788	298799420.0
0.61001235	326974620.0	0.644	70522700.0
0.82323855	152749120.0	0.858	270415400.0
0.7286774	248257360.0	0.7388	99114824.0
0.7904821	169502620.0	0.8188	191849180.0
0.7713226	175290580.0	0.806	102197160.0
0.76390606	173777250.0	0.7988	122377580.0
0.829419	143216910.0	0.8456	129658570.0
0.77070457	215363310.0	0.8012	92643800.0
0.8461063	129396770.0	0.874	162528020.0
0.8139679	138832580.0	0.8628	78016500.0
0.7076638	227817900.0	0.7272	83833260.0
0.8702101	101651360.0	0.9084	161924690.0
0.7830655	187596800.0	0.8132	56675684.0
0.79666257	168378140.0	0.8288	141585200.0
0.87577254	91372616.0	0.902	124145510.0
0.8170581	141563950.0	0.8432	45440476.0
0.8145859	146560020.0	0.8588	90056110.0
0.855377	101017520.0	0.8928	87706260.0
0.8411619	120756024.0	0.8664	48220016.0
0.8498146	111161860.0	0.882	65812130.0
0.8529048	94140110.0	0.8904	52897384.0
0.8090235	101711380.0	0.8504	50417856.0
0.8695921	80817384.0	0.9048	67961310.0
0.87144625	90489970.0	0.9124	42989496.0
0.85599506	106603380.0	0.89	37145090.0
0.8776267	85544630.0	0.9104	58824844.0
0.8844252	71112890.0	0.9256	43755964.0
0.85970336	80587830.0	0.9104	38037564.0
0.85908526	79531896.0	0.9096	36393330.0
0.8825711	69992560.0	0.92	49104064.0
0.8733004	74997940.0	0.9176	39941036.0
0.8485785	86465460.0	0.9056	37266330.0
0.8578492	82127040.0	0.9016	44580490.0
0.8825711	66167548.0	0.9384	39483936.0
0.88998765	63326220.0	0.9412	30867442.0
0.8807169	71147440.0	0.9268	31399914.0
0.88133496	69698410.0	0.9308	33193938.0
0.8912237	61809536.0	0.9392	34399340.0
0.881953	67809800.0	0.9288	26701974.0
0.8763906	72179960.0	0.9272	23450168.0
0.8881335	65201176.0	0.942	26063822.0
0.88875157	60006532.0	0.95	19545932.0
0.88133496	61172184.0	0.936	20358982.0
0.8733004	62302640.0	0.9308	26162924.0
0.8763906	60602750.0	0.9412	22010890.0
0.8912237	59003456.0	0.9412	27437512.0
0.87824476	65868600.0	0.9348	20005002.0
0.88627934	63648124.0	0.9308	27533724.0
0.89802223	58094524.0	0.9572	20554718.0
0.8838072	56232016.0	0.9524	14248912.0
0.8751545	59279784.0	0.9432	16318130.0
0.88318914	57457188.0	0.9508	18229292.0
0.8856613	56378332.0	0.9504	15804591.0
0.8893696	57860120.0	0.9476	12001068.0
0.8893696	56971856.0	0.9492	12962764.0
0.88998765	55222090.0	0.9628	15043800.0
0.88875157	55761356.0	0.9584	14744420.0
0.88998765	55561572.0	0.9496	16136969.0
0.89184177	54511612.0	0.9512	14800898.0
0.8893696	53771070.0	0.9576	13554198.0
0.8906057	55344560.0	0.9528	15146810.0
0.89369595	53799380.0	0.956	18795196.0
0.8881335	51417410.0	0.9632	10499980.0
0.88504326	52086296.0	0.9544	14896439.0
0.881953	51990990.0	0.9568	17401666.0
0.88504326	52859268.0	0.9596	17620282.0
0.881953	54156360.0	0.9608	9016164.0
0.881953	53327520.0	0.9628	11430923.0
0.88875157	52976364.0	0.9508	11992289.0
0.88627934	52106510.0	0.9568	9819473.0
0.8881335	51285530.0	0.9668	8422560.0
0.8881335	51257268.0	0.966	15925715.0
0.8800989	52376600.0	0.9588	9302746.0
0.88627934	51141836.0	0.964	9610789.0
0.88627934	51806956.0	0.968	11418997.0
0.8807169	52585470.0	0.9648	13702464.0
0.88875157	50964224.0	0.9676	12768268.0
0.8881335	50947040.0	0.962	11759215.0
0.8875154	51180068.0	0.9612	12742636.0
0.8906057	50342280.0	0.9644	9353356.0
0.894314	49247260.0	0.9704	12117407.0
0.89307785	49214056.0	0.9676	8365766.0
0.88998765	49583228.0	0.9708	12370837.0
0.88998765	49678216.0	0.968	12216667.0
0.88133496	50178708.0	0.9688	5775415.0
0.8825711	49945972.0	0.9668	10403462.0
0.8844252	49042430.0	0.9664	11094325.0
0.88875157	48844970.0	0.9676	9756402.0
0.8924598	49133576.0	0.9676	9722863.0
0.89493203	49509070.0	0.966	10910813.0
0.88998765	49044944.0	0.9652	10990814.0
0.88627934	48598372.0	0.9672	10176685.0
0.88998765	48276344.0	0.9596	10878702.0
0.88998765	49232700.0	0.9704	6657362.5
0.89184177	49635810.0	0.9664	8313630.5
0.8906057	48418030.0	0.9728	5865379.0
0.88504326	47473556.0	0.9708	7330960.0
0.8875154	47384324.0	0.9688	11475717.0
0.88504326	48105884.0	0.9656	12496213.0
0.8838072	48997120.0	0.9712	9635431.0
0.8844252	48334080.0	0.9748	10374110.0
0.8844252	48019428.0	0.9732	7601405.0
0.8868974	48435370.0	0.974	7169261.5
0.88133496	49432584.0	0.968	9815066.0
0.8838072	48858264.0	0.9724	9022075.0
0.88875157	48277004.0	0.9692	7143595.0
0.8868974	48093844.0	0.974	6759309.0
0.8868974	47893696.0	0.976	7992999.0
0.88627934	47937424.0	0.9744	6038019.5
0.88504326	49143156.0	0.9712	6825640.5
0.8856613	48500580.0	0.9808	6546748.0
0.88627934	47829892.0	0.9704	6267005.0
0.88627934	47730776.0	0.9764	7968886.0
0.88627934	47408460.0	0.9804	5719449.5
0.8825711	48767756.0	0.972	6572672.0
0.8800989	48758116.0	0.9736	6133414.5
0.881953	47717450.0	0.982	7133669.0
0.88318914	47903476.0	0.974	9043668.0
0.881953	47769096.0	0.9776	5901400.0
0.8807169	48856080.0	0.9756	5771583.5
0.8720643	50594496.0	0.9656	6567166.0
0.88318914	46943844.0	0.9712	8413873.0
0.8800989	47847470.0	0.966	6407834.0
0.8838072	46766776.0	0.9776	8067671.5
0.8875154	48130356.0	0.974	8597293.0
0.8838072	48477336.0	0.9692	6322849.5
0.88133496	46639930.0	0.9764	5365575.0
0.88133496	46403200.0	0.9804	8323311.0
0.8856613	46387556.0	0.9808	5857408.0
0.8856613	46729664.0	0.9772	6385474.5
0.8844252	46597812.0	0.9772	6235948.0
0.8844252	46830908.0	0.9784	4677924.5
0.88504326	47318056.0	0.9772	5286211.0
0.8844252	47274360.0	0.9752	5516981.5
0.88627934	47065510.0	0.98	6232543.5
0.8856613	47227884.0	0.9816	7863241.0
0.8856613	46961804.0	0.978	10028807.0
0.88627934	46765610.0	0.9768	12898932.0
0.88627934	46570150.0	0.9816	6900520.5
0.8825711	46577980.0	0.9832	4148092.5
0.881953	46397280.0	0.9816	5913811.0
0.87948084	46373770.0	0.9776	4988147.0
0.8788628	46340092.0	0.982	4141960.8
0.87948084	46511360.0	0.9804	7344218.0
0.8807169	47162468.0	0.9772	11946202.0
0.8800989	47462700.0	0.98	5051608.5
0.8807169	47037550.0	0.978	5719870.5
0.8763906	47152916.0	0.9748	4195009.0
0.8807169	46561160.0	0.9752	8346874.0
0.8807169	47015110.0	0.974	8273903.5
0.87824476	47228820.0	0.9708	5874994.0
0.8800989	46493372.0	0.9812	7685734.5
0.8770087	46681020.0	0.9796	5006346.0
0.87824476	46708324.0	0.9756	5609386.0
0.8807169	47184504.0	0.982	5628801.0
0.87948084	47093756.0	0.9824	4520020.0
0.8825711	46419304.0	0.9836	6487836.0
0.881953	46023130.0	0.9784	4221977.5
0.8825711	45732010.0	0.982	4807214.5
0.8807169	46677628.0	0.9732	4337656.0
0.8800989	46760220.0	0.9864	3407308.8
0.88504326	45352796.0	0.982	4730671.5
0.8838072	45801050.0	0.9832	4362701.5
0.88318914	46054484.0	0.9808	7260455.5
0.8807169	45931748.0	0.984	4849010.5
0.8800989	46860660.0	0.98	3578630.5
0.8776267	46867410.0	0.9784	7200387.0
0.88133496	45746050.0	0.9852	6162836.0
0.88318914	45509990.0	0.9832	4765804.0
0.88504326	45550188.0	0.9796	7428215.0
0.88133496	45418028.0	0.9864	4788847.5
0.8770087	46540984.0	0.9828	4861380.5
0.8733004	48076576.0	0.9732	3685042.2
0.8751545	45977570.0	0.9816	6500841.0
0.8807169	45855790.0	0.9828	4260985.0
0.8800989	46139284.0	0.9836	3929895.8
0.8770087	47011220.0	0.98	6039653.0
0.8770087	46460750.0	0.9836	3649889.0
0.87824476	46449748.0	0.9804	6368606.5
0.87824476	46002610.0	0.9836	4691685.0
0.88133496	45600344.0	0.9844	4993404.5
0.8844252	46246748.0	0.9828	5635353.0
0.8800989	47370504.0	0.98	4010207.2
0.8844252	45598456.0	0.9868	3636113.8
0.8844252	45190348.0	0.98	3659409.5
0.881953	45412350.0	0.9808	3421671.5
0.881953	45348468.0	0.988	4311733.0
0.8770087	48914400.0	0.9744	3206668.0
0.881953	45438680.0	0.9852	5422004.0
0.8763906	46093720.0	0.9728	4580419.0
0.8838072	45205068.0	0.9848	3889197.0
0.87948084	46319452.0	0.9796	4200057.0
0.8733004	48318870.0	0.9688	3826815.0
0.8800989	46168028.0	0.9864	4793716.0
0.8770087	47501996.0	0.9744	4187124.5
0.8776267	46223196.0	0.978	4290133.5
0.88318914	45084220.0	0.9852	4203907.0
0.8763906	46952308.0	0.9756	3104556.8
0.87948084	45628716.0	0.9856	3645727.2
0.88318914	45050292.0	0.988	3764724.0
0.8763906	45792388.0	0.9824	3542411.8
0.8800989	46240416.0	0.978	4800010.0
0.8838072	45276140.0	0.9896	3887516.0
0.88318914	44808030.0	0.9872	4648798.5
0.8825711	45461252.0	0.9804	4370852.5
0.8807169	45472550.0	0.9884	3278601.0
0.8788628	45962936.0	0.982	8122922.0
0.87577254	46045290.0	0.9768	4616239.0
0.8770087	45971520.0	0.9824	3737715.0
0.8800989	45599132.0	0.982	6460586.0
0.88133496	45617130.0	0.9848	3963489.0
0.8807169	45420988.0	0.984	3860396.0
0.88318914	44668404.0	0.9852	3206208.8
0.8844252	44206132.0	0.9844	4259541.0
0.881953	44622924.0	0.984	6267619.5
0.88133496	44942796.0	0.9896	3238722.8
0.8770087	44598144.0	0.992	3894988.5
0.8788628	45000030.0	0.9852	4179727.2
0.8770087	45463772.0	0.9844	3583001.0
0.881953	45203844.0	0.9868	3133800.8
0.8800989	45402810.0	0.984	5226289.5
0.88133496	45032724.0	0.9884	7642389.5
0.8770087	45969530.0	0.984	7881068.5
0.8776267	45779120.0	0.9824	3850474.8
0.87824476	44862310.0	0.9868	4225307.0
0.8807169	44669050.0	0.988	3288765.5
0.88133496	45033256.0	0.9884	3025403.0
0.8751545	46342976.0	0.9876	3259631.0
0.8776267	45814316.0	0.9888	4079113.5
0.8751545	45825876.0	0.9848	3233900.2
0.87453645	45762556.0	0.9876	5717400.0
0.87948084	45597896.0	0.9912	3677863.0
0.88133496	45491980.0	0.9928	3119739.2
0.87948084	45811704.0	0.992	3043076.5
0.8788628	46109944.0	0.988	3835128.2
0.87948084	45896570.0	0.9904	3017070.8
0.8800989	45717770.0	0.9892	2875358.0
0.8807169	45628210.0	0.986	3052673.8
0.8807169	45597790.0	0.986	4156041.2
0.87948084	45259012.0	0.9876	3617585.2
0.881953	44965304.0	0.9908	3542731.5
0.8776267	45482896.0	0.9916	3132421.5
0.87824476	45208170.0	0.992	5564837.5
0.8788628	45246516.0	0.9916	2865516.0
0.8807169	45319444.0	0.9892	5213484.0
0.8776267	46133310.0	0.986	6872849.0
0.87948084	46381090.0	0.9836	3611951.0
0.87824476	46516850.0	0.99	3028161.8
0.88133496	45607400.0	0.9928	3887636.5
0.88133496	45235364.0	0.9904	3401521.2
0.87948084	44969812.0	0.9912	5215731.5
0.8788628	45134516.0	0.9912	2892385.5
0.8788628	45231504.0	0.9876	2900094.2
0.87948084	44850900.0	0.99	2973204.8
0.8844252	44653108.0	0.99	3372560.5
0.881953	45060424.0	0.9916	4656530.0
0.88133496	45394784.0	0.9904	4695030.5
0.87948084	45759476.0	0.9828	4000140.0
0.8788628	45624564.0	0.9852	4326200.5
0.8807169	45019960.0	0.99	3336526.0
0.88133496	45496790.0	0.982	2922498.8
0.87948084	45512640.0	0.9836	3779427.0
0.8800989	45762330.0	0.9864	3402554.2
0.8838072	44840050.0	0.9888	3840541.5
0.8800989	45240772.0	0.9872	2676846.5
0.8776267	45672190.0	0.9864	2945829.0
0.8800989	45521004.0	0.9912	3325046.2
0.8825711	45443640.0	0.9912	3322820.2
0.88318914	45613584.0	0.9924	3051831.5
0.8788628	45972652.0	0.9884	3104820.8
0.87824476	45850580.0	0.986	5230360.0
0.87824476	45271050.0	0.9884	5711616.5
0.8776267	45261384.0	0.9892	3197504.0
0.87948084	45267964.0	0.988	2920112.5
0.87948084	44842776.0	0.9896	3117073.8
0.8763906	44750736.0	0.992	3638849.5
0.87824476	44789544.0	0.994	2774143.5
0.87577254	45102236.0	0.9944	2619570.5
0.8763906	45209610.0	0.9868	3407031.8
0.8763906	45283892.0	0.9892	4812049.5
0.87453645	45220320.0	0.9908	3219886.0
0.8751545	45372570.0	0.9936	4296020.5
0.87268233	45642772.0	0.9932	4435074.0
0.87453645	45740550.0	0.9932	2818881.0
0.87577254	45246060.0	0.9888	3345293.0
0.87824476	45057576.0	0.99	2706040.2
0.8788628	44888500.0	0.9908	3142913.5
0.881953	45002824.0	0.9936	3135541.0
0.87948084	45698920.0	0.9912	3063196.5
0.8788628	46411468.0	0.9844	3447359.5
0.8776267	45715556.0	0.992	3137332.2
0.8825711	45512484.0	0.9868	6678460.0
0.88318914	45604710.0	0.9944	2962600.0
0.87824476	46044370.0	0.992	2646367.8
0.8788628	46777904.0	0.9848	2801905.0
0.87824476	45570884.0	0.9924	2786519.8
0.87948084	45634380.0	0.9912	4404650.5
0.87948084	45363164.0	0.9844	4625935.5
0.8807169	45010384.0	0.988	2629129.0
0.8844252	44800356.0	0.9924	2706758.5
0.8856613	45191764.0	0.9904	2582468.5
0.8844252	44745330.0	0.99	3195029.5
0.88504326	43979044.0	0.9928	2528924.8
0.88627934	43965856.0	0.9912	3162917.5
0.88318914	44767360.0	0.99	2588841.5
0.88133496	44915250.0	0.992	3084075.8
0.8825711	44209172.0	0.9904	2818121.0
0.8838072	44234530.0	0.9904	3314358.2
0.87824476	45333824.0	0.988	2910871.2
0.8807169	44866092.0	0.9916	3362180.2
0.87824476	45540084.0	0.99	2724899.5
0.87824476	46380150.0	0.984	3018675.5
0.881953	45565492.0	0.9928	4642556.0
0.8788628	45256164.0	0.9908	3454319.0
0.881953	44402664.0	0.9932	4814002.0
0.8838072	43693460.0	0.9944	2771460.0
0.88133496	43959070.0	0.9948	2948646.0
0.87948084	45076364.0	0.9884	3043733.2
0.87824476	46412840.0	0.9824	4753516.0
0.87948084	45103784.0	0.9924	4975788.5
