Validation Accuracy	Validation Loss	Training Accuracy	Training Loss
0.96	205901040.0	1.0	2261021.0
0.96	205885380.0	1.0	2260460.2
0.96	205869820.0	1.0	2259907.0
0.96	205854220.0	1.0	2259359.8
0.96	205838780.0	1.0	2258806.8
0.96	205822780.0	1.0	2258252.2
0.96	205807170.0	1.0	2257699.0
0.96	205791820.0	1.0	2257152.2
0.96	205776300.0	1.0	2256605.0
0.96	205760460.0	1.0	2256044.0
0.96	205745010.0	1.0	2255497.5
0.96	205729150.0	1.0	2254944.8
0.96	205713420.0	1.0	2254397.5
0.96	205697710.0	1.0	2253846.0
0.96	205682050.0	1.0	2253292.2
0.96	205666180.0	1.0	2252739.2
0.96	205650400.0	1.0	2252192.2
0.96	205634540.0	1.0	2251645.5
0.96	205619060.0	1.0	2251092.5
0.96	205603170.0	1.0	2250539.5
0.96	205587120.0	1.0	2249987.0
0.96	205571420.0	1.0	2249440.8
0.96	205556030.0	1.0	2248895.2
0.96	205539940.0	1.0	2248349.0
0.96	205523950.0	1.0	2247796.2
0.96	205508350.0	1.0	2247244.2
0.96	205492530.0	1.0	2246691.0
0.96	205476260.0	1.0	2246146.5
0.96	205460660.0	1.0	2245599.8
0.96	205444560.0	1.0	2245053.5
0.96	205428800.0	1.0	2244502.0
0.96	205413040.0	1.0	2243956.2
0.96	205396900.0	1.0	2243403.8
0.96	205381090.0	1.0	2242857.2
0.96	205365100.0	1.0	2242307.0
0.96	205348930.0	1.0	2241760.8
0.96	205333040.0	1.0	2241215.8
0.96	205317220.0	1.0	2240671.2
0.96	205301250.0	1.0	2240125.2
0.96	205284960.0	1.0	2239574.8
0.96	205269200.0	1.0	2239028.5
0.96	205253070.0	1.0	2238483.8
0.96	205237100.0	1.0	2237932.2
0.96	205221180.0	1.0	2237387.5
0.96	205205380.0	1.0	2236841.2
0.96	205189070.0	1.0	2236297.2
0.96	205173070.0	1.0	2235747.0
0.96	205156770.0	1.0	2235202.5
0.96	205140940.0	1.0	2234656.8
0.96	205124900.0	1.0	2234112.2
0.96	205108540.0	1.0	2233568.2
0.96	205092450.0	1.0	2233024.2
0.96	205076590.0	1.0	2232479.8
0.96	205060400.0	1.0	2231935.8
0.96	205044080.0	1.0	2231391.5
0.96	205028110.0	1.0	2230847.0
0.96	205011780.0	1.0	2230303.2
0.96	204995550.0	1.0	2229759.2
0.96	204979310.0	1.0	2229215.2
0.96	204963100.0	1.0	2228671.0
0.96	204946940.0	1.0	2228127.2
0.96	204930780.0	1.0	2227583.2
0.96	204914430.0	1.0	2227039.2
0.96	204898500.0	1.0	2226495.2
0.96	204881920.0	1.0	2225951.2
0.96	204865700.0	1.0	2225407.8
0.96	204849520.0	1.0	2224863.8
0.96	204833360.0	1.0	2224320.2
0.96	204817090.0	1.0	2223776.5
0.96	204800690.0	1.0	2223232.8
0.96	204784130.0	1.0	2222690.5
0.96	204767940.0	1.0	2222147.0
0.96	204751800.0	1.0	2221603.0
0.96	204735220.0	1.0	2221065.8
0.96	204718850.0	1.0	2220522.0
0.96	204702660.0	1.0	2219980.2
0.96	204686350.0	1.0	2219443.8
0.96	204669860.0	1.0	2218902.0
0.96	204653500.0	1.0	2218358.5
0.96	204637140.0	1.0	2217821.5
0.96	204620700.0	1.0	2217279.0
0.96	204603840.0	1.0	2216736.2
0.96	204587680.0	1.0	2216192.8
0.96	204571040.0	1.0	2215651.0
0.96	204554750.0	1.0	2215113.8
0.96	204538240.0	1.0	2214571.8
0.96	204522020.0	1.0	2214035.8
0.96	204505570.0	1.0	2213494.0
0.96	204489070.0	1.0	2212957.0
0.96	204472400.0	1.0	2212415.2
0.96	204456210.0	1.0	2211872.2
0.96	204439140.0	1.0	2211330.5
0.96	204422880.0	1.0	2210793.5
0.96	204406350.0	1.0	2210252.5
0.96	204389800.0	1.0	2209716.2
0.96	204372980.0	1.0	2209181.0
0.96	204356460.0	1.0	2208639.5
0.96	204339740.0	1.0	2208096.8
0.96	204323330.0	1.0	2207561.5
0.96	204306640.0	1.0	2207019.8
0.96	204289940.0	1.0	2206484.2
0.96	204273520.0	1.0	2205949.0
0.96	204257120.0	1.0	2205407.8
0.96	204240080.0	1.0	2204866.5
0.96	204223500.0	1.0	2204331.5
0.96	204206740.0	1.0	2203796.0
0.96	204190050.0	1.0	2203261.0
0.96	204173260.0	1.0	2202719.8
0.96	204156820.0	1.0	2202179.2
0.96	204140130.0	1.0	2201643.8
0.96	204123250.0	1.0	2201108.2
0.96	204106610.0	1.0	2200573.5
0.96	204090020.0	1.0	2200032.2
0.96	204073280.0	1.0	2199497.5
0.96	204056450.0	1.0	2198963.5
0.96	204039410.0	1.0	2198429.0
0.96	204022610.0	1.0	2197888.2
0.96	204006080.0	1.0	2197353.8
0.96	203988980.0	1.0	2196819.8
0.96	203972380.0	1.0	2196285.2
0.96	203955650.0	1.0	2195744.8
0.96	203938860.0	1.0	2195210.0
0.96	203921940.0	1.0	2194676.2
0.96	203904860.0	1.0	2194143.2
0.96	203888130.0	1.0	2193602.8
0.96	203871580.0	1.0	2193067.8
0.96	203854450.0	1.0	2192534.0
0.96	203837760.0	1.0	2192000.0
0.96	203820800.0	1.0	2191465.8
0.96	203803900.0	1.0	2190932.2
0.96	203786850.0	1.0	2190399.0
0.96	203770100.0	1.0	2189859.0
0.96	203752850.0	1.0	2189331.8
0.96	203735980.0	1.0	2188797.2
0.96	203718800.0	1.0	2188259.0
0.96	203701980.0	1.0	2187731.5
0.96	203685260.0	1.0	2187199.0
0.96	203668000.0	1.0	2186659.0
0.96	203650930.0	1.0	2186132.0
0.96	203634030.0	1.0	2185599.5
0.96	203617170.0	1.0	2185065.5
0.96	203599840.0	1.0	2184532.2
0.96	203582670.0	1.0	2183999.8
0.96	203565860.0	1.0	2183466.0
0.96	203549040.0	1.0	2182934.2
0.96	203531950.0	1.0	2182400.2
0.96	203514740.0	1.0	2181868.0
0.96	203497800.0	1.0	2181340.8
0.96	203480720.0	1.0	2180803.2
0.96	203463570.0	1.0	2180275.5
0.96	203446400.0	1.0	2179743.8
0.96	203429200.0	1.0	2179210.2
0.96	203412380.0	1.0	2178678.2
0.96	203394880.0	1.0	2178146.5
0.96	203377620.0	1.0	2177619.5
0.96	203360800.0	1.0	2177087.2
0.96	203343540.0	1.0	2176553.5
0.96	203326400.0	1.0	2176022.2
0.96	203309040.0	1.0	2175490.8
0.96	203291870.0	1.0	2174964.0
0.96	203274830.0	1.0	2174432.2
0.96	203257360.0	1.0	2173900.5
0.96	203240220.0	1.0	2173373.5
0.96	203222990.0	1.0	2172841.5
0.96	203205760.0	1.0	2172310.2
0.96	203188600.0	1.0	2171778.5
0.96	203171180.0	1.0	2171252.0
0.96	203153840.0	1.0	2170720.8
0.96	203136500.0	1.0	2170195.5
0.96	203119180.0	1.0	2169664.2
0.96	203101860.0	1.0	2169139.5
0.96	203084750.0	1.0	2168607.8
0.96	203067330.0	1.0	2168076.5
0.96	203049900.0	1.0	2167551.8
0.96	203032820.0	1.0	2167020.2
0.96	203015340.0	1.0	2166495.8
0.96	202997970.0	1.0	2165964.0
0.96	202980450.0	1.0	2165439.0
0.96	202963250.0	1.0	2164908.0
0.96	202946050.0	1.0	2164383.2
0.96	202928290.0	1.0	2163852.0
0.96	202910990.0	1.0	2163327.2
0.96	202893740.0	1.0	2162796.2
0.96	202876600.0	1.0	2162271.8
0.96	202858450.0	1.0	2161740.8
0.96	202840960.0	1.0	2161216.2
0.96	202823680.0	1.0	2160691.5
0.96	202806420.0	1.0	2160160.8
0.96	202788640.0	1.0	2159637.8
0.96	202771400.0	1.0	2159107.0
0.96	202753700.0	1.0	2158582.2
0.96	202736460.0	1.0	2158058.0
0.96	202718860.0	1.0	2157535.2
0.96	202701220.0	1.0	2157004.2
0.96	202683800.0	1.0	2156479.8
0.96	202666030.0	1.0	2155955.5
0.96	202648660.0	1.0	2155424.8
0.96	202630980.0	1.0	2154901.8
0.96	202613300.0	1.0	2154377.8
0.96	202595820.0	1.0	2153853.5
0.96	202578060.0	1.0	2153324.8
0.96	202560770.0	1.0	2152800.8
0.96	202543060.0	1.0	2152278.2
0.96	202525420.0	1.0	2151753.8
0.96	202507970.0	1.0	2151231.0
0.96	202490260.0	1.0	2150700.8
0.96	202472850.0	1.0	2150176.5
0.96	202454900.0	1.0	2149653.8
0.96	202437140.0	1.0	2149129.8
0.96	202419440.0	1.0	2148607.8
0.96	202401950.0	1.0	2148084.0
0.96	202384220.0	1.0	2147555.0
0.96	202366420.0	1.0	2147037.5
0.96	202348980.0	1.0	2146508.8
0.96	202331090.0	1.0	2145984.8
0.96	202313250.0	1.0	2145462.2
0.96	202295470.0	1.0	2144940.0
0.96	202277940.0	1.0	2144416.8
0.96	202260210.0	1.0	2143901.0
0.96	202242370.0	1.0	2143372.0
0.96	202224400.0	1.0	2142848.8
0.96	202206670.0	1.0	2142333.0
0.96	202189010.0	1.0	2141804.8
0.96	202171230.0	1.0	2141282.5
0.96	202153170.0	1.0	2140765.5
0.96	202135660.0	1.0	2140243.2
0.96	202117870.0	1.0	2139714.8
0.96	202099760.0	1.0	2139199.0
0.96	202081980.0	1.0	2138675.8
0.96	202064200.0	1.0	2138153.8
0.96	202046420.0	1.0	2137631.8
0.96	202028690.0	1.0	2137110.0
0.96	202010740.0	1.0	2136588.2
0.96	201992700.0	1.0	2136066.5
0.96	201974750.0	1.0	2135551.2
0.96	201956820.0	1.0	2135028.0
0.96	201938910.0	1.0	2134506.5
0.96	201921170.0	1.0	2133984.8
0.96	201903150.0	1.0	2133469.0
0.96	201885010.0	1.0	2132948.0
0.96	201867140.0	1.0	2132426.0
0.96	201849140.0	1.0	2131904.2
0.96	201831230.0	1.0	2131389.2
0.96	201813150.0	1.0	2130867.8
0.96	201795170.0	1.0	2130346.2
0.96	201777280.0	1.0	2129824.8
0.96	201759260.0	1.0	2129309.5
0.96	201741150.0	1.0	2128789.5
0.96	201723220.0	1.0	2128268.2
0.96	201705330.0	1.0	2127746.8
0.96	201686900.0	1.0	2127231.8
0.96	201668940.0	1.0	2126710.2
0.96	201651120.0	1.0	2126195.2
0.96	201632800.0	1.0	2125674.5
0.96	201614830.0	1.0	2125155.0
0.96	201596640.0	1.0	2124639.8
0.96	201578530.0	1.0	2124125.5
0.96	201560590.0	1.0	2123605.5
0.96	201542370.0	1.0	2123084.8
0.96	201524320.0	1.0	2122570.0
0.96	201506430.0	1.0	2122049.0
0.96	201488060.0	1.0	2121535.2
0.96	201469730.0	1.0	2121020.5
0.96	201452050.0	1.0	2120499.8
0.96	201433740.0	1.0	2119980.2
0.96	201415380.0	1.0	2119465.8
0.96	201397020.0	1.0	2118944.8
0.96	201379090.0	1.0	2118431.2
0.96	201360830.0	1.0	2117917.2
0.96	201342610.0	1.0	2117397.8
0.96	201324270.0	1.0	2116883.0
0.96	201306240.0	1.0	2116362.5
0.96	201287920.0	1.0	2115849.8
0.96	201269950.0	1.0	2115330.5
0.96	201251570.0	1.0	2114815.8
0.96	201233340.0	1.0	2114301.5
0.96	201214960.0	1.0	2113782.2
0.96	201196720.0	1.0	2113269.2
0.96	201178260.0	1.0	2112755.0
0.96	201160200.0	1.0	2112236.5
0.96	201141820.0	1.0	2111722.8
0.96	201123650.0	1.0	2111210.0
0.96	201105150.0	1.0	2110690.8
0.96	201086750.0	1.0	2110176.8
0.96	201068590.0	1.0	2109663.8
0.96	201050160.0	1.0	2109151.2
0.96	201031630.0	1.0	2108637.5
0.96	201013490.0	1.0	2108124.8
0.96	200995280.0	1.0	2107605.5
0.96	200976690.0	1.0	2107091.8
0.96	200958130.0	1.0	2106579.2
0.96	200939840.0	1.0	2106061.2
0.96	200921600.0	1.0	2105549.0
0.96	200903260.0	1.0	2105036.5
0.96	200884590.0	1.0	2104522.8
0.96	200866290.0	1.0	2104010.5
0.96	200847870.0	1.0	2103491.5
0.96	200829520.0	1.0	2102979.5
0.96	200811040.0	1.0	2102466.8
0.96	200792220.0	1.0	2101954.5
0.96	200773940.0	1.0	2101441.0
0.96	200755600.0	1.0	2100928.8
0.96	200736900.0	1.0	2100416.8
0.96	200718260.0	1.0	2099904.2
0.96	200700200.0	1.0	2099392.8
0.96	200681550.0	1.0	2098880.2
0.96	200663230.0	1.0	2098368.2
0.96	200644500.0	1.0	2097856.2
0.96	200625810.0	1.0	2097344.2
0.96	200607380.0	1.0	2096832.2
0.96	200588750.0	1.0	2096320.2
0.96	200570460.0	1.0	2095808.2
0.96	200551900.0	1.0	2095296.9
0.96	200533220.0	1.0	2094784.9
0.96	200514530.0	1.0	2094272.9
0.96	200495890.0	1.0	2093762.8
0.96	200477460.0	1.0	2093250.8
0.96	200458850.0	1.0	2092745.9
0.96	200440100.0	1.0	2092234.1
0.96	200421600.0	1.0	2091722.5
0.96	200402750.0	1.0	2091212.6
0.96	200384350.0	1.0	2090700.6
0.96	200365400.0	1.0	2090195.0
0.96	200346900.0	1.0	2089683.8
0.96	200328500.0	1.0	2089173.4
0.96	200309890.0	1.0	2088662.0
0.96	200290850.0	1.0	2088150.2
0.96	200272000.0	1.0	2087645.0
0.96	200253740.0	1.0	2087133.4
0.96	200234640.0	1.0	2086623.9
0.96	200216180.0	1.0	2086112.6
0.96	200197340.0	1.0	2085602.8
0.96	200178850.0	1.0	2085091.4
0.96	200159790.0	1.0	2084588.4
0.96	200141140.0	1.0	2084077.1
0.96	200122270.0	1.0	2083571.8
0.96	200103790.0	1.0	2083061.5
0.96	200084980.0	1.0	2082556.9
0.96	200066190.0	1.0	2082047.4
0.96	200047040.0	1.0	2081536.2
0.96	200028620.0	1.0	2081027.1
0.96	200009620.0	1.0	2080522.2
0.96	199990900.0	1.0	2080012.8
0.96	199971890.0	1.0	2079507.5
0.96	199953260.0	1.0	2078997.8
0.96	199934580.0	1.0	2078493.2
0.96	199915540.0	1.0	2077983.8
0.96	199896580.0	1.0	2077474.6
0.96	199877970.0	1.0	2076970.0
0.96	199859040.0	1.0	2076461.0
0.96	199840110.0	1.0	2075955.4
0.96	199821500.0	1.0	2075452.9
0.96	199802640.0	1.0	2074943.8
0.96	199783840.0	1.0	2074432.9
0.96	199764500.0	1.0	2073930.4
0.96	199745630.0	1.0	2073421.2
0.96	199726670.0	1.0	2072917.4
0.96	199707800.0	1.0	2072415.2
0.96	199688620.0	1.0	2071904.2
0.96	199669940.0	1.0	2071395.1
0.96	199650940.0	1.0	2070892.5
