,0,1
0,0.918248,0.660176
1,0.92937,0.5618569999999999
2,0.912224,0.779479
3,0.940491,0.5698409999999999
4,0.9066639999999999,0.797999
5,0.9163950000000001,0.6271939999999999
6,0.9256629999999999,0.533625
7,0.9187120000000001,0.6338729999999999
8,0.908517,0.679539
9,0.9154680000000001,0.742255
10,0.919175,0.607165
11,0.9224190000000001,0.912467
12,0.919175,0.700716
13,0.918248,0.699484
14,0.9057370000000001,0.703534
15,0.9159309999999999,0.6580699999999999
16,0.9103709999999999,1.03247
17,0.9159309999999999,0.610495
18,0.909907,0.730511
19,0.917322,0.6188229999999999
20,0.918248,0.703464
21,0.923809,0.779285
22,0.921492,0.593774
23,0.925199,1.10566
24,0.9201020000000001,0.672285
25,0.918248,0.67869
26,0.915005,0.63413
27,0.913151,0.670964
28,0.911761,0.671044
29,0.916858,0.6806989999999999
30,0.9177850000000001,0.6448470000000001
31,0.919639,0.646745
32,0.917322,0.713816
33,0.915005,0.709368
34,0.9224190000000001,0.678341
35,0.9103709999999999,0.673921
36,0.908517,1.4363299999999999
37,0.9140780000000001,0.680524
38,0.9233459999999999,0.637951
39,0.9187120000000001,0.93053
40,0.927516,0.661669
41,0.919639,0.996433
42,0.922882,0.998338
43,0.9163950000000001,1.1095
44,0.9256629999999999,0.931572
45,0.9112979999999999,0.675471
46,0.9187120000000001,1.0196100000000001
47,0.9210290000000001,0.5882850000000001
48,0.922882,0.595366
49,0.9136139999999999,1.18841
50,0.911761,0.690114
51,0.928443,0.667337
52,0.916858,0.663798
53,0.9154680000000001,0.69633
54,0.9224190000000001,1.03999
55,0.9159309999999999,0.654458
56,0.9159309999999999,0.6508
57,0.919175,1.04682
58,0.9270530000000001,0.630494
59,0.926126,0.673235
60,0.9233459999999999,0.5663630000000001
61,0.911761,0.69587
62,0.8946149999999999,0.756205
63,0.922882,0.696522
64,0.911761,0.773457
65,0.9177850000000001,0.60774
66,0.931687,0.5682470000000001
67,0.9159309999999999,0.7131270000000001
68,0.918248,0.670308
69,0.9089809999999999,0.73966
70,0.9154680000000001,0.6278600000000001
71,0.908517,0.688932
72,0.910834,0.684632
73,0.9140780000000001,0.677507
74,0.921956,0.608138
75,0.929833,0.589916
76,0.908517,0.735173
77,0.9233459999999999,0.684199
78,0.917322,0.651093
79,0.9256629999999999,0.636584
80,0.912224,0.677675
81,0.9201020000000001,0.7554270000000001
82,0.9066639999999999,0.691124
83,0.922882,0.679846
84,0.921956,0.626445
85,0.917322,0.587683
86,0.921956,0.606917
87,0.919639,0.716327
88,0.911761,0.6760649999999999
89,0.918248,0.626931
90,0.9233459999999999,0.5465869999999999
91,0.924272,0.888316
92,0.919639,0.619179
93,0.910834,0.7807470000000001
94,0.905273,0.741985
95,0.910834,0.71268
96,0.920565,0.64173
97,0.9187120000000001,1.1305
98,0.9057370000000001,1.39131
99,0.9233459999999999,0.588585
100,0.923809,0.6157020000000001
101,0.921956,1.15409
102,0.922882,0.629629
103,0.9159309999999999,0.670136
104,0.9210290000000001,0.959008
105,0.9177850000000001,0.606196
106,0.915005,0.651985
107,0.915005,0.6780189999999999
108,0.921492,0.5945560000000001
109,0.927516,0.604633
110,0.920565,0.605915
111,0.9136139999999999,0.6620149999999999
112,0.926126,0.974886
113,0.9103709999999999,0.688304
114,0.9177850000000001,0.7531909999999999
115,0.909444,0.697276
116,0.9163950000000001,0.615715
117,0.9201020000000001,0.6104970000000001
118,0.921956,0.591076
119,0.926126,0.581244
120,0.92937,0.585965
121,0.920565,1.08144
122,0.9089809999999999,0.810509
123,0.9210290000000001,0.678687
124,0.9233459999999999,0.631546
125,0.9140780000000001,0.641798
126,0.922882,0.657475
127,0.9140780000000001,0.6476569999999999
128,0.9126879999999999,0.769333
129,0.93076,0.5708479999999999
130,0.924272,0.658754
131,0.914541,0.705414
132,0.926126,0.65846
133,0.919175,0.657829
134,0.925199,0.5742
135,0.9210290000000001,0.574756
136,0.923809,0.686431
137,0.918248,1.01686
138,0.909444,0.6965720000000001
139,0.9136139999999999,1.23522
140,0.926126,0.552164
141,0.9159309999999999,0.678353
142,0.905273,0.7283970000000001
143,0.916858,0.698908
144,0.9154680000000001,0.712229
145,0.9103709999999999,0.737907
146,0.927516,0.665984
147,0.926126,0.537788
148,0.916858,0.965033
149,0.905273,0.775671
150,0.913151,0.596982
151,0.9187120000000001,0.6429229999999999
152,0.917322,0.5893229999999999
153,0.9112979999999999,0.7367020000000001
154,0.9256629999999999,0.713536
155,0.9136139999999999,0.681028
156,0.90481,0.757813
157,0.9247360000000001,0.580522
158,0.907127,1.1697600000000001
159,0.9224190000000001,0.606907
160,0.917322,0.651438
